source	target
Заказал на Ozon: заказ #54321, но в треке пишет 'ожидает продавца' — что за развод?	Objednal som na Ozon: objednávka č. 54321, ale v sledovaní zásielky je "čaká na predajcu" — čo to má byť, nejaký švindel?
Он меня достал, пусть идет на хуй.	Už ma totálne štve, nech ide do piče.
У меня бабла нет, завтра заплачу.	Nemám prachy, zaplatím zajtra.
Отвали, дура!	Zmizni, ty blázon!
Ты че, прикалываешься?	Ty čo, robíš si srandu?
Дело пахнет керосином, нужно действовать быстро.	Tu to už smrdí problémami, treba konať rýchlo.
На выходных пойдем на пикник у реки, возьму самовар и гречку, как в деревне.	Cez víkend pôjdeme na piknik pri rieke, prinesiem samovar a pohánku, ako na dedine.
Мне пофиг, пусть они там тусуются сами, у меня свои дела.	Je mi to jedno, nech sa tam bavia sami, mám svoje starosti.
Да ты охренел!	Ty si úplne zblbnutý!
Она ушла и забрала все общие фотографии, будто нас и не было.	Ona odišla a vzala všetky spoločné fotky, akoby nás nikdy nebolo.
Платёж прошёл через txn_id: TX-99-αβγ, деньги сняли.	Platba prešla cez txn_id: TX-99-αβγ, peniaze stiahli.
Ты в курсе, что на районе открылся новый клуб?	Vieš, že u nás na sídlisku otvorili nový klub?
Не накручивай себя, всё само наладится.	Nestresuj sa, všetko sa samo urovná.
Да ну нафиг, я не поеду!	Do riti, nepôjdem!
Ты че, прикалываешься? Это шутка?	Ty čo, robíš si srandu? To má byť žart?
Заказал товар через user_id: pavel77, в комменте написал 'Подъезд со двора', но курьер звонит на домашний.	Objednal som tovar cez user_id: pavel77, v poznámke som napísal 'vchod zo dvora', ale kuriér aj tak volá domov.
Он вляпался по полной, теперь отмываться будет долго.	Je v tom až po uši, teraz sa z toho bude dlho vyhrabávať.
Мне похуй на твои советы.	Seriem na tvoje rady.
Да ну нафиг!	No to teda nie!
Ты чего, не понял? Я же просил тебя принести хлеб.	Ty čo, nerozumieš? Veď som ťa prosil, aby si priniesol chlieb.
Он играет в одни ворота, судья весь под него.	Hrá len na jednu bránu, rozhodca je úplne na jeho strane.
Заказ отправлен через трек-номер: TRACK-12345, жду обновлений.	Objednávka odoslaná so sledovacím číslom: TRACK-12345, čakám na aktualizácie.
Блин, опять пробка на МКАДе, опоздаю на работу.	Do riti, zas zápcha na MKAD, meškám do roboty.
Да ну, да ты что?	No nehovor, ty čo?
Он кинул меня в последний момент, пришлось спасать ситуацию самому.	Nechal ma na poslednú chvíľu na holičkách, musel som to sám zachrániť.
На выходных едем к бабушке в деревню — будем жарить шашлыки и слушать старые шансон-песни.	O víkende ideme k babke na dedinu — budeme grilovať šašliky a počúvať staré šansóny.
Ты видел её отчёт? Она снова всё испортила, я в ахуе.	Videl si ten jej report? Znova všetko pokazila, som v piči.
Фигня полная.	To je úplná pičovina.
Да ну нафиг.	Tak to teda nie.
Ты правда собираешься уволиться и переехать в Питер ради каких-то старых друзей?	Naozaj sa chystáš dať výpoveď a presťahovať sa do Petrohradu kvôli nejakým starým priateľom?
Он полный отстой, но мозги есть — шарит в финансах.	Je úplne na nič, ale má rozum — vyzná sa vo financiách.
Нифига себе!	No do riti!
Закинули кота в чат — теперь все мемы про него. Жизнь.	Hodili do chatu mačku — teraz sú všetky memy o nej. Taký je život.
Да ну нафиг.	No tak to nie, ani náhodou.
Он рубит бабки, как последний богач, но на самом деле в долгах по уши.	On zarába prachy ako hotový boháč, ale v skutočnosti je po uši v dlhoch.
Ты чё, охуел?!	Ty čo, zblbol si?!
Пойдём в Пятёрочку за пивом, там акция.	Poďme do „Пятёрочки“ pre pivo, majú tam akciu.
Мне похер, пусть сами разбираются.	Je mi to úplne jedno, nech sa s tým sami trápia.
Пиздец, как же я устал после этой смены.	Do riti, ako som vyšťavený po tejto šichte.
Не парься.	Nestresuj sa.
Ты правда думаешь, что Путин уйдёт с поста и станет обычным дедушкой?	Naozaj si myslíš, že Putin odíde z funkcie a stane sa obyčajným dedkom?
Заказал билеты через user:abc123, жду подтверждение.	Objednal som si lístky cez user:abc123, čakám potvrdenie.
Я тебе сказал сто раз: не лезь в это дело, тут одни аферисты, разве ты не видишь, что они кидают людей?	Povedal som ti už sto ráz: nevťahuj sa do toho, tam sú samí podvodníci, veď nevidíš, že okrádajú ľudí?
Ну и ну!	No teda!
Да ну нафиг, я не пойду на ту тусовку — там одни чудаки.	Do prdele, nepôjdem na tú párty — tam sú samí čudáci.
После бани в субботу чувствуешь себя как новый человек.	Po sobotnej bani sa cítiš ako nový človek.
Не парься, всё решим завтра.	Nerob si starosti, vyriešime to zajtra.
Нашёл в кармане старую записку: ID: XYZ-400, вроде важная.	Našiel v vrecku starú poznámku: ID: XYZ-400, zdá sa dôležitá.
Ага, щас	No jasné, ako nie.
Я работал без перерыва двое суток, теперь чувствую себя как выжатый лимон.	Pracoval som bez prestávky dva dni, teraz sa cítim ako vyšťavený citrón.
Слушай, ты идёшь на воскресный матч Динамо или опять пропустишь?	Počuj, ideš v nedeľu na zápas Dynama, alebo to zas preskočíš?
Не парься, бро	Nerieš to, bracho.
Купил билеты у vas на концерт, но подтверждения так и не пришло.	Kúpil som lístky od vás na koncert, ale potvrdenie stále neprišlo.
Да ну её, эту работу — увольняюсь!	Do riti s touto prácou — dávam výpoveď!
Чё как?	Čo, ako?
Вчера в пробке слушал «Градусы» и вспомнил однокурсника.	Včera v zápche som v aute počúval „Градусы“ a spomenul som si na spolužiaka.
Не руби с плеча, подумай, прежде чем отвечать.	Nerob unáhlené kroky, premysli si to, kým odpovieš.
Зарегистрировался через email: cool.user+1@mail.ru, подтверждение не пришло.	Registroval som sa cez email: cool.user+1@mail.ru, potvrdenie neprišlo.
Да ну, не врубаешься.	No vážne, nechytáš sa.
Вчера был на встрече однокурсников: все такие успешные, а я снова чувствую себя лузером.	Včera som bol na stretnutí spolužiakov: všetci vyzerali úspešne a ja sa znovu cítim ako loser.
Ты чё, охренел? Это же опасно!	Ty čo, zbláznil si sa? Veď to je nebezpečné!
Заказал через Яндекс.Еду акционные роллы, пришёл курьер с user_id: abc789, но привёз не то.	Objednal som si akciové rolky cez Yandex.Eda, prišiel kuriér s user_id: abc789, ale doniesol niečo iné.
Не парься, всё ништяк!	Nerob si starosti, všetko bude v pohode!
Да ну нафиг!	Do riti, ani náhodou!
Он такой лузер, что даже кот его не уважает.	Je taký lúzer, že ho ani mačka neberie vážne.
Слушай, ты смотрел новый сезон 'Метод'? Там всё по-черному, но актёр тащит.	Počuj, videl si novú sezónu seriálu 'Метод'? Je to dosť temné, ale herec to úplne ťahá.
Я так задолбался в этой пробке, что готов перепрыгнуть через капот и убежать.	Som tak nasratý z tejto zápchy, že by som preskočil kapotu a ušiel.
Заказ оформил через аккаунт: user123! Жду трек-номер.	Objednávku som zadal cez účet: user123! Čakám sledovacie číslo.
Да ну нафиг.	Ani náhodou.
Он реально охренел, просит аванс как будто он царь.	On fakt zblbnul, žiada zálohu, akoby bol kráľ.
Ты чо, сдурел? Это ты серьёзно сейчас предлагаешь?	Ty čo, zbláznil si sa? To fakt teraz navrhuješ?
Бабуля налила борща — такой, что слёзы наворачиваются, как в детстве.	Babka mi naliala boršč — taký, že sa mi zaleskli oči, presne ako v detstve.
Заказал на сайте example.ru, номер заказа ORD-2026-07, проверь.	Objednal som na stránke example.ru, číslo objednávky ORD-2026-07, skontroluj to.
Чёрт возьми!	Do čerta!
Я застрял в пробке уже третий час, с ума сойти.	Už tretí hodinu stojím v zápche, idem z toho šalieť.
Пошлём им ссылку на нашу старую страницу ВКонтакте, пусть посмеются.	Pošleme im odkaz na našu starú stránku na VKontakte, nech sa zasmejú.
Он рубит сук, на котором сидит.	On si píli vetvu, na ktorej sedí.
Ты чё, охуел? Это моё дело!	Ty čo, posral si sa? To je moja vec!
Да ну нафиг!	Do riti!
Он держит хвост пистолетом, будто всё ему можно.	Správa sa ako pán, akoby si mohol dovoliť čokoľvek.
Мне пох, что скажут родители.	Je mi to fuk, čo povedia rodičia.
Заехали в Питер на белую ночь, офигенно!	Zaskočili sme do Petrohradu na Biele noci, bolo to úplne bomba!
Бабушка не матрешка, но пирожки печёт лучше всех, всегда даст полную тарелку.	Babka nie je matrioška, ale pečie najlepšie pirožky, vždy dá plný tanier.
Да пошёл он.	No, nech ide do riti.
Он всё время разводит демагогию, а сам ничего не делает.	On stále rozvádza demagógiu a sám nič nerobí.
Ты чё, с ума сошёл? Мы с тобой договорились!	Ty čo, zbláznil si sa? Veď sme sa dohodli!
Заказал через user_id: 456xyz, трек-номер пока не пришёл.	Objednal som cez user_id: 456xyz, sledovacie číslo zatiaľ neprišlo.
В Москву приедешь — зайдём на Чистые пруды, выпьем чашку кофе и поболтаем по душам.	Keď prídeš do Moskvy, zájdeme na Čisté prudy, dáme si kávičku a porozprávame sa od srdca.
Чёт не то.	Niečo tu nesedí.
Дело пахнет керосином, нам надо сваливать.	Voní to na prúser, musíme vypadnúť.
Он совсем охренел, залез на крышу и начал кричать.	Úplne sa zbláznil, vyliezol na strechu a začal kričať.
Заказал через usr: abc_123-XYZ, трекаю доставку.	Objednal som cez usr: abc_123-XYZ, sledujem doručenie.
Да ну тебя, брось, не парься — всё чики-пики?	No daj pokoj, nechaj to, nerieš to — všetko bude čiki-piki?
Да ну нафиг!	No do riti!
Бля, опять трафик встал на кольце, поехали по объездной?	Do riti, znova stojí doprava na kruháči, pojedeme obchádzkou?
Я в шоке, он предложил уволиться и переехать в деревню без еды и интернета.	Som v šoku, navrhol, aby som dal výpoveď a presťahoval sa na dedinu bez jedla a internetu.
Ну как, ты заказывал пельмени из 'Русская Лавка'? Стоят своих денег?	Tak čo, objednával si pelmene z 'Russkaja Lavka'? Stoja za tie peniaze?
Он рубит с плеча, но результат впечатляет.	Robí to na rovinu, ale výsledok je ohromujúci.
Да ну нафиг!	Do riti, ani náhodou!
Он говорит, что пойдёт в магазин за кефиром и вернётся через 5 минут, но я уже не верю.	Hovorí, že pôjde do obchodu po kefír a vráti sa za 5 minút, ale už mu neverím.
Я так задолбался от этой работы, хочу уволиться и уехать в Тайланд.	Mám z tej práce úplne po krk, chcem dať výpoveď a odletieť do Thajska.
Ты че, с дуба рухнул? Это вообще законно?	Ty čo, z rozumu si spadol? To je vôbec legálne?
Заказ оформил через user_id: abc-123_XYZ, трек номер: N/A, не приходит.	Objednávku som zadal cez user_id: abc-123_XYZ, sledovacie číslo: N/A, stále mi to neprichádza.
Чёрт, снова не фартит.	Do riti, zas nemám šťastie.
Ты видел новый сериал на Кинопоиске? Та актриса — как две капли воды похожа на мою тёщу.	Videl si ten nový seriál na Kinopoiske? Tá herečka je ako dve kvapky vody mojej svokry.
Заказал товар через user_id: 456xyz, трек-номер пока не пришёл.	Objednal som tovar cez user_id: 456xyz, sledovacie číslo zatiaľ neprišlo.
Да ты охуел, когда я тебе это говорил?!	Ty si úplne zblbol — kedy som ti to hovoril?!
Не парься, всё будет ништяк, держись до зарплаты.	Netráp sa, všetko bude v pohode, vydrž do výplaty.
Да ну тебя!	No daj už, prestaň!
Я вчера так напился, что утром не помнил, где живу.	Včera som sa tak opil, že ráno som si nepamätal, kde bývam.
Чё за фигня с сайтом, ничего не работает?	Čo je to za sračky s tou stránkou, nič nefunguje?
После работы зайдём на шашлык к Сереге — у него всегда очередь.	Po práci zájdeme na šašlik ku Serežovi — vždy tam stojí rada ľudí.
Заказал товар через user_id: 9ab-XY, трекер не обновляется — чё за прикол?	Objednal som tovar cez user_id: 9ab-XY, tracker sa neaktualizuje — čo je to za sranda?
Чё за фигня?	Čo je to za blbosť?
Он мне нахрен надоел, не могу больше.	Už ma totálne otravuje, už to viac nezvládam.
Заказал через Ozon, а продавец говорит товар кончился, вернут деньги или нет?	Objednal som cez Ozon a predajca hovorí, že tovar sa vypredal — vrátia mi peniaze alebo nie?
Оплатил через user_id: 55b-xyz, трек-номер пока не прислали.	Zaplatil som cez user_id: 55b-xyz, sledovacie číslo zatiaľ neposlali.
Не парься, разберёмся потом — это ещё не конец света.	Nerob si starosti, vyriešime to neskôr — to ešte nie je koniec sveta.
Да ну? Серьёзно?	Naozaj? Fakt vážne?
Он охренел, просит на халяву всю мою работу.	On úplne prešiel, chce zadarmo celú moju robotu.
Как, сука, мне теперь объяснить маме, что я без работы?	Ako, kurva, mám teraz vysvetliť mame, že som bez práce?
Завтра еду в Питер, хз что там по погоде.	Zajtra idem do Petrohradu, netuším, aké tam bude počasie.
Не парься, всё пройдёт — бабки вернутся, проблемы рассосутся, и жизнь пойдёт дальше.	Netráp sa, všetko prejde — prachy sa vrátia, problémy sa rozplynú a život pôjde ďalej.
Блин, опоздал на маршрутку.	Sakra, zmeškal som maršrutku.
Чё, пойдём в кафешку у метро?	No čo, pôjdeme do kaviarne pri stanici metra?
Он весь день трындит по телефону и ничего не делает.	Celý deň kecá do telefónu a nič nerobí.
Заказал на AliExpress чехол для телефона, но продавец пишет: посылка задерживается из-за праздников.	Objednal som na AliExpress obal na telefón, ale predajca píše: zásielka sa oneskorí kvôli sviatkom.
Да пошёл ты, достал уже со своими претензиями!	Choď do riti, už ma otravuješ so svojimi nárokmi!
Да ну нафиг!	Ani náhodou!
Не лезь в мои дела, понял?	Nestrkaj sa do mojich vecí, rozumeš?
Он сегодня совсем охренел: требует, чтобы я работал в выходные без доплаты.	Dnes je úplne mimo: pýta, aby som pracoval cez víkend bez príplatku.
Заказал через id: shop_123ABC, пока нет трекинга, что за дела?	Objednal som cez id: shop_123ABC, zatiaľ žiadne sledovanie, čo sa deje?
Ну че, пойдём бухать сегодня или ты опять будешь валять дурака?	Tak čo, pôjdeme dnes chlastovať, alebo budeš zas len váľať sa?
Не парься, я сам разберусь.	Nerob si starosti, poradím si s tým.
Он обещал прийти, но снова кинул меня в последний момент.	Sľúbil, že príde, ale opäť ma nechal v štichu na poslednú chvíľu.
Ни фига себе, ты видел, как он влетел в ту встречу? Полный трэш.	Do riti, videl si, ako vletel na to stretnutie? Úplný masaker.
Заказ оформил через order_id: ZX-99_q, жду подтверждения.	Objednávku som zadal cez order_id: ZX-99_q, čakám na potvrdenie.
Чё за фигня с этой программой? Каждый час вылетает и всё, чинили уже?	Čo je to za blbosť s touto aplikáciou? Každú hodinu padá, už ste to opravovali?
Не парься.	Nerob si starosti.
Заказ оформил через user_id: abc-123_X, трекер молчит.	Objednávku som zadal cez user_id: abc-123_X, tracker mlčí.
Он кинул меня на бабки и исчез.	Vytiahol zo mňa peniaze a zmizol.
Ты смотрел новый выпуск «Вечернего Урганта»? Ургант как всегда ржёт.	Pozeral si nový diel „Večerného Urganta“? Urgant sa zase smial ako vždy.
Если завтра опоздаешь ещё раз, я тебя по-настоящему заебу.	Ak zajtra ešte raz meškáš, fakt ťa poseriem.
Блин, опоздал.	Sakra, meškal som.
Ты что, охренел? Это не твоё дело.	Ty čo, zbláznil si sa? Nie je to tvoja vec.
Он делает из мухи слона, перестань преувеличивать.	Robí z komára somára, prestaň to preháňať.
Я всю ночь штудировал этот отчёт и уже не могу смотреть на цифры, как будто они меня дразнят.	Celú noc som študoval túto správu a už nemôžem pozerať na tie čísla, akoby ma provokovali.
Заказал через user_id: xyz123, говорят, доставят в пятницу.	Objednal som cez user_id: xyz123, hovoria, že to doručia v piatok.
Блин, опять опоздал!	Do riti, zasa meškám!
Он совсем охренел, хочет, чтобы я за него отдувался.	Úplne zblbol, chce, aby som ho vykrýval.
Зашёл в Пятёрочку, купил кефир, хлеб и две пачки сигарет.	Zabehol som do Pjateročky, kúpil som kefír, chlieb a dve krabičky cigariet.
Ты что, серьёзно собираешься идти пешком ночью по такому району?	Ty čo, vážne sa chystáš v noci ísť pešo cez takúto štvrť?
Заказ оформил на user123! Жду трек: track/0000-XYZ.	Objednávku som zadal na user123! Čakám na sledovací kód: track/0000-XYZ.
Не парься.	Nenervuj sa.
Да ну нафиг, я не пойду на это дежурство!	Do riti, ja na tú službu nepôjdem!
Он крутится как белка в колесе, а толку ноль.	On sa točí ako veverička v kolese, a z toho žiaden osoh.
Ты что, забыл наш юбилей?!	Ty čo, zabudol si na naše výročie?!
Заказал редкую виниловую пластинку через seller_ID: vin123, надеюсь, что не будет подделки.	Objednal som si vzácnu vinylovú platňu cez seller_ID: vin123, dúfam, že to nebude podvrh.
Да ты чё, прикалываешься?	Ty čo, robíš si srandu?
Я устал от этой работы, начальник как будто с другой планеты, ничего не понимает и всё критикует.	Som unavený z tejto práce, šéf je ako z inej planéty, ničomu nerozumie a len kritizuje.
Да ну нафиг, я в это не верю.	Do riti, neverím tomu.
Заказал товар через aliexpress: товар_id=XY-900, посмотрим, как придёт.	Objednal som tovar cez AliExpress: tovar_id=XY-900, uvidíme, ako to príde.
Ты видел вчерашний матч между Спартаком и Зенитом? Это было безумие!	Videl si včerajší zápas medzi Spartakom a Zenitom? To bolo šialené!
Да ну нафиг!	Do piče!
Ты че сегодня занят?	Si dnes zaneprázdnený?
Он валит всю вину на меня, хотя сам виноват по уши.	Hodí na mňa všetku vinu, hoci je v tom sám po uši.
Вчера я притормозил на дороге, потому что увидел Газель с прицепом и вдруг вспомнил, как ездил с дедом на дачу.	Včera som na ceste zabrzdil, pretože som zbadal Gazelu s prívesom a zrazu som si spomenul, ako som s dedkom chodieval na chalupu.
Не морочь мне голову, у меня и так настроение паршивое.	Nehádž mi do hlavy blbosti, mám aj tak mizernú náladu.
Да ну нафиг!	Do riti!
Он пил как сапожник и на утро жаловался, что жизнь кончена.	Pil ako kôň a ráno sa sťažoval, že život je u konca.
Заказал через user_id: ivan_77, завтра забирать.	Objednal som to cez user_id: ivan_77, zajtra to vyzdvihnem.
Да пошёл ты! Я больше не помогу тебе с этим дерьмом.	Tak choď do riti! Už ti s touto sračou nepomôžem.
У меня денег кот наплакал, можешь одолжить пятьсот?	Mám peňazí ako šafranu, požičiaš mi päťsto?
Да ну нафиг, я туда не пойду!	Ani za nič, tam nepôjdem!
Ты чего завис в телефоне весь вечер? Пошли погуляем!	Prečo si celý večer pripútaný k telefónu? Poďme von!
Он влетел в долги, взял кредиты на машину, на свадьбу, теперь не знает, как платить.	On sa zadlžil, vzal si úvery na auto aj na svadbu, teraz nevie, ako ich splácať.
С этой работой я как белка в колесе — кругом один и тот же день.	S touto prácou som ako škrečok v kolese — stále ten istý deň.
Заказал пиццу через app_id=452xyz, жду курьера, надеюсь не опоздают.	Objednal som pizzu cez app_id=452xyz, čakám kuriéra, dúfam, že neprídu neskoro.
Не парься.	Nerieš to.
Да пошёл ты, перестань мне указывать!	Choď do riti, prestaň mi hovoriť, čo mám robiť!
Он такой придурок, постоянно лезет со своими советами.	Je to riadny blbec, furt sa pchá so svojimi radami.
Открыл новое кафе: хозяйка из Грузии, шашлык бомбический, надо сходить.	Otvorili nové bistro, majiteľka z Gruzínska, šašlík je pecka, musíme tam zájsť.
Если завтра опять будет дождь, я останусь дома, посмотрю сериалы и съем весь пирог сам.	Ak zajtra znova bude pršať, ostanem doma, pozriem si seriály a zjem celý koláč sám.
Да ну нафиг!	Do kelu!
Он делает из мухи слона, всем уже надоело.	On z mušky robí slona, už to všetkých otravuje.
Ты сегодня идёшь на тусовку у Кости?	Pôjdeš dnes na párty ku Kostovi?
Чёрт возьми, опять пробки на МКАДе, опоздаю на совещание.	Do riti, zase zápchy na MKAD, budem meškať na poradu.
Заказал новый гаджет на сайте shop.example.com, трек-номер: AB-123_xyZ, жду доставку.	Objednal som nový gadget na stránke shop.example.com, sledovacie číslo: AB-123_xyZ, čakám na doručenie.
Да ну нафиг!	To teda nie!
Ты че, охуел что ли?!	Ty čo, si úplne zblbnutý, alebo čo?!
Заказал пиццу через Яндекс.Еду, но курьер звонит на старый номер, который я уже не использую.	Objednal som pizzu cez Yandex.Eda, ale kuriér volá na staré číslo, ktoré už nepoužívam.
Не вешай мне лапшу на уши, я знаю, что ты такой шарлатан.	Neťahaj ma za nos, viem, že si taký šarlatán.
Ща приду, заебись? lol	Hneď prídem, paráda? lol
Да ты охуел!	Ty si úplne zbláznený!
Он сказал, что уехал в Питер за лучшей жизнью, а сам тусит где-то на Невском проспекте.	Povedal, že odišiel do Petrohradu za lepším životom, a sám sa fláka niekde po Nevskom prospekte.
Ты видел мой телефон? Я оставил его на кухне рядом с борщом.	Nevidel si môj telefón? Nechal som ho v kuchyni vedľa boršča.
Заказал через user_id: abc123, трек-номер: 987-XYZ, надеюсь придёт вовремя.	Objednal som to cez user_id: abc123, sledovacie číslo: 987-XYZ, dúfam, že príde načas.
Не вешай нос, терпение и труд всё перетрут — держись, скоро будут бабки.	Nezúfaj, trpezlivosť a drina všetko zariadia — vydrž, čoskoro budú prachy.
Дай пять!	Daj päť!
Ты что, с ума сошёл?	Ty čo, zbláznil si sa?
Накрыл стол, налили самогон, и весь подъезд начал петь до утра.	Pripravil som stôl, naliali domáci destilát a celý vchod spieval až do rána.
Оплатил покупку через user_id: abc123, чек сохранил.	Zaplatil som nákup cez user_id: abc123, doklad som si uložil.
Да ну его к чёрту, с этим проектом мне крышу снесёт.	Do riti, s týmto projektom sa úplne zbláznim.
Да ну нафиг!	Ani náhodou!
Он типа крут, но на деле полный ноль.	On sa tvári, že je frajer, ale v skutočnosti je úplná nula.
Как думаешь, приду я на Масленицу в выходные?	Myslíš, že prídem na Maslenicu cez víkend?
Заказал товар через user_id: abc123, жду доставку.	Objednal som tovar cez user_id: abc123, čakám na doručenie.
Не ссы, я всё улажу, даже если придётся получить пиздюлей.	Neboj sa, všetko vybavím, aj keby som mal dostať poriadne po riti.
Да ладно, ну и ну!	No to teda!
Ты чё, охренел? Это же очевидно!	Ty čo, zbláznil si sa? Veď je to očividné!
Он как лиса, всегда выкручивается и забирает себе самое вкусное.	Je ako líška, vždy sa z toho vykrúti a schová si to najlepšie.
Заказал через telegram-бота @shop_bot, оплатил картой, жду доставку в Питер.	Objednal som cez telegram-bota @shop_bot, zaplatil kartou, čakám doručenie do Petrohradu.
Мне пофиг, что скажут соседи и свекровь — живу как хочу, никому головы морочить не буду.	Je mi to jedno, čo povedia susedia a svokra — žijem tak, ako chcem, nikoho nebudem oblbovať.
Да ну нафиг!	Ani náhodou!
Ты чё, с ума сошёл? Это нереально!	Ty čo, zbláznil si sa? To je nemožné!
На выходных поедем на дачу, будем жарить шашлык и пить самогон до упада.	Na víkend ideme na chatu, budeme piecť šašlík a piť domácu pálenku až do padnutia.
Заказ оформил на user_id: abc123XYZ, трек номер 7Z-998, курьер должен позвонить.	Objednávku som zadal na user_id: abc123XYZ, sledovacie číslo 7Z-998, kuriér by mal zavolať.
Держи хвост пистолетом, всё получится, не переживай.	Drž hlavu hore, všetko sa podarí, neboj sa.
Не парься.	Netráp sa.
Он меня задолбал, да ну его в пень!	Už ma fakt sere, no choď s ním do riti!
Ты правда собираешься поехать на Байкал этим летом?	Naozaj sa chystáš ísť na Bajkal toto leto?
Не выношу его: он и пальцем не пошевелит.	Neznášam ho: ani prstom nepohne.
Заказал товар через user_id: 452abc, но продавец молчит и номер отслеживания не прислал.	Objednal som tovar cez user_id: 452abc, ale predajca mlčí a neposlal mi sledovacie číslo.
Да ну нафиг.	Do riti, to fakt nie!
Я вчера весь день ковырялся в этом старом движке, но он всё равно багует.	Včera som celý deň riešil ten starý engine, ale aj tak stále buguje.
Ты что, прикалываешься? Я за него горой.	Ty čo, žartuješ? Ja za neho dám ruku do ohňa.
В выходные поедем на дачу, бабушка напечёт пирожков и вишнёвый компот.	Cez víkend ideme na chatu, babka upečie pirožky a višňový kompót.
Не ссы, я всё прикрою.	Nebuď srab, neboj sa — ja ťa pokryjem.
Да ну брось.	No daj už pokoj.
Он крут, я завидую.	On je fakt frajer, závidím mu.
Не откладывай на завтра то, что можно сделать сегодня, мама всегда так говорила.	Neodkladaj na zajtra to, čo môžeš spraviť dnes — mama mi to vždy hovorila.
Заказал билет через user-id: a12B_99, жду подтверждения.	Objednal som lístok cez user-id: a12B_99, čakám na potvrdenie.
Да пошёл ты к черту, не хочу с тобой разговаривать!	Choď do riti, už s tebou nechcem hovoriť!
Да ладно, не верю.	No nehovor, neverím tomu.
Он просто охуел, требует вернуть все бабки и проценты.	On úplne zblbol, žiada vrátiť všetky prachy aj s úrokmi.
Мне похуй, пусть делают что хотят.	Je mi to u prdele, nech si robia, čo chcú.
Заказал товар через user_id: 123abc, жду трек-номер.	Objednal som tovar cez user_id: 123abc, čakám na sledovacie číslo.
Не ссы, всё путём, только держи ухо востро на дороге в Питер.	Neboj sa, všetko je v poriadku, len buď na pozore na ceste do Petrohradu.
Чёрт возьми!	Do riti!
Не вешай мне лапшу на уши, я знаю правду.	Nesnaž sa ma oblafnúť, poznám pravdu.
Ты чё, с ума сошёл? Откуда у тебя столько денег?	Ty čo, zbláznil si sa? Odkiaľ máš toľko peňazí?
Заказал через user_id: abc123, сказали доставят завтра.	Objednal som cez user_id: abc123, povedali, že doručia zajtra.
Мне по кайфу гулять по Петроградке поздно ночью.	Baví ma prechádzať sa po Petrohradke neskoro v noci.
Да ну нафиг!	No do riti!
Я вчера завис с пацанами до утра, как будто не спал целую вечность.	Včera som visel s chalanmi do rána, akoby som nespal celú večnosť.
Она влюбилась по уши, теперь летает как на крыльях.	Zamilovala sa po uši, teraz lieta ako na krídlach.
Ты видел новый сериал на ivi? Там такая тема, что у меня мозг взорвался.	Si videl ten nový seriál na ivi? Je to taká pecka, že mi skoro vybuchol mozog.
Заказал пиццу через account123, но курьер не берёт трубку.	Objednal som pizzu cez account123, ale kuriér nezdvíha telefón.
Не гони.	Nehovori blbosti.
