source	target
Він ходить навколо, як кіт навколо сметани.	He's beating around the bush.
Бля, ця робота мене дістає: бос постійно притирається з нереальними дедлайнами і дурними задачами.	Fuck, this job is driving me crazy: the boss is constantly on my case with unrealistic deadlines and stupid tasks.
Купив квитки на Океан Ельзи — підеш зі мною на концерт у суботу?	I bought tickets to Okean Elzy — wanna come with me to the concert on Saturday?
Знайшов ту ж куртку в магазині user_shop_998, але кольору немає.	Found the same jacket at user_shop_998, but it's not available in my color.
Та ну, фігня.	Nah, that's crap.
Зустрінемось біля метро Золоті ворота о 19:00, ок?	Let's meet by Zoloti Vorota metro at 7pm, OK?
Я вже всю ніч рився в інтернеті і нічого не знайшов — це мене добиває.	I've been digging through the internet all night and found nothing — it's killing me.
Припини гнати і дай мені спокій, блять!	Stop fucking around and leave me alone, damn it!
Я замовив той светр від seller_987 на Rozetka — сподіваюсь, не підвезуть ширпотреб.	I ordered that sweater from seller_987 on Rozetka — hope they don't send some cheap junk.
Та ти що!	No way!
Куди поділася моя кружка з принтом Шерлока? Хтось бачив?	Where did my Sherlock-print mug go? Has anyone seen it?
Бля, та машина знову підвела — мусимо везти її в сервіс завтра.	Fuck, the car let me down again — we've gotta take it to the garage tomorrow.
Я купив ті кросівки у user_profile_789 на розпродажі, сподіваюсь, що підійдуть.	I bought those trainers from user_profile_789 during the sale — hope they'll fit.
Зустрінемось у Пузатій Хаті біля центрального ринку о 18:30. Не спізнюйся, бо в мене потім ще зустріч.	Let's meet at Puzata Hata by the central market at 6:30pm. Don't be late — I've got another appointment afterwards.
Та ну нафіг.	Screw that.
Вона прийшла на презентацію і втерла всім носа.	She turned up to the presentation and totally showed everyone up.
Куди ми сьогодні — на Поділ чи в хату до Олекси?	So what's the plan tonight — head to Podil or crash at Oleksa's place?
Я заскочив у супермаркет, купив молоко, хліб і тп.	I popped into the supermarket and bought milk, bread, etc.
Я замовив телефон у user_profile_456 на Rozetka, а отримав якесь гавно.	I ordered a phone from user_profile_456 on Rozetka, and got some crap instead.
Та ну	Oh, come on.
Хочеш піти на пиво після роботи?	Wanna go for a beer after work?
Він весь час базарить, але насправді — нуль.	He's all talk and no action.
На хрін ту чергу, я йду додому.	Screw this queue, I'm going home.
Якщо в неділю ми не підемо на прогулянку по Хрещатику і не заглянемо в ту стару кав'ярню на каву та пиріжок, я буду у відчаї.	If we don't go for a walk down Khreshchatyk on Sunday and drop into that old café for coffee and a pastry, I'll be gutted.
Блін, я проспав.	Crap, I overslept.
Та ти серйозно? У нашому селі тепер мільйонер?	Are you serious? There's a millionaire in our village now?
Він взяв та й звільнився, як ошпарений — ніхто не очікував.	He just up and quit like he'd been scalded — nobody expected it.
Збираємося на Дніпро на пікнік — бере кожен по парі пляшок Оболоні?	We're heading to the Dnipro for a picnic — is everyone bringing a couple of bottles of Obolon?
Та ну його цього начальника — повний ідіот, я завтра напишу заяву і піду; більше не можу так терпіти.	Fuck that boss — he's a complete idiot. I'm handing in my notice tomorrow and leaving; I can't put up with this anymore.
Та ну, ні.	Nah, no way.
Цей маршрутник мене вже вбиває: їде, ніби в нього ракети під капотом.	This minibus driver is killing me: he drives like he's got rockets under the hood.
Ти сьогодні йдеш на весілля Олени чи як?	Are you going to Olena's wedding today or what?
Сьогодні в тітки Марини був борщ — такий, що в очах сльози, ніби додому повернувся.	Aunt Maryna made borscht today — the kind that brings tears to your eyes, like you've come home.
Кинь лінк на трек user_track_007, він просто вогонь!	Send me the link to the track user_track_007, it's pure fire!
Та ну, серйозно?	No way, seriously?
Ти бачив, що на Хрещатику знову ремонт? Це просто жесть.	Did you see they're doing roadworks on Khreshchatyk again? It's just insane.
Бля, ця розмова мене виснажує.	Fuck, this conversation is draining me.
Він працює як заведений — ні на хвилину не зупиняється.	He works like he's wound up — doesn't stop for a minute.
Зустрінемось у метро на Майдані біля виходу до Глобусу о 19:00. Я, ймовірно, трохи запізнюсь — світлофор на перехресті біля Пузатої Хати повний хаос.	Let's meet at the Maidan metro by the Globus exit at 7pm. I'll probably be a bit late — the traffic light at the intersection by Puzata Khata is a total mess.
Їду до бабці в село.	Heading to my gran's in the village.
Він розвів мене як липку.	He conned me big time.
Бля, я в шоці — той начальник знову відсунув мій проєкт на саме дно!	Fuck, I'm shocked — that boss shoved my project to the very bottom again!
Підеш зі мною на пиво у 'Купець' о 19:00?	Wanna come for a beer at 'Kupec' at 7pm?
Я залишив повідомлення в user_profile_789, перевір, будь ласка.	I left a message on user_profile_789 — please check it.
Фігня якась.	What a load of crap.
Ця маршрутка їде в нікуди, стоїмо вже півгодини.	This marshrutka's going nowhere — we've been stuck for half an hour.
Та ну, це просто капець, я в шоці.	No way — this is fucked, I'm totally shocked.
Ти йдеш на концерт «Океану Ельзи» у суботу?	Are you going to the Okean Elzy concert on Saturday?
Повернувся додому після роботи, а сусіди влаштували таку тусу, що я ледь не зійшов з глузду — пішов до них і посперечався.	I got home from work and the neighbours threw such a party I nearly lost my mind — I went over and had a row with them.
Та ну нафіг!	Fuck that!
Він мене кинув, як гарячу картоплю, і тепер навіть не відповідає.	He ditched me like a hot potato and now he won't even answer.
Ти бачив мою кепку? Я лишив її біля центрального ринку.	Have you seen my cap? I left it near the central market.
Бля, ця маршрутка зупиняється кожні п'ять хвилин — я вже з глузду з'їжджаю.	Fuck, this marshrutka stops every five minutes — I'm losing my mind.
Не гони коней, ми ще встигнемо до потяга, спокійно.	Don't get ahead of yourself — we'll still make the train, relax.
Та ну, фігня.	Nah, whatever.
Бля, знову забув ключі в квартирі!	Fuck, I left my keys in the flat again!
Хочеш піти в паб 'The Red Lion' біля вокзалу о 20:00?	Wanna meet at The Red Lion pub by the station at 8pm?
Вони звалили, як тільки побачили копів.	They legged it as soon as they saw the cops.
Я замовив ту куртку у seller_77 на тому маркетплейсі, але вона прийшла якась гнила.	I ordered that jacket from seller_77 on that marketplace, but it turned up a bit dodgy.
Та ну!	No way!
Ти справді це зробив, чи просто приколюєшся?	Did you actually do that, or are you just messing with me?
Після роботи зайду в 'Пузату Хату' на борщ і вареники, треба підкріпитися.	After work I'll pop into Puzata Hata for borscht and vareniki — need to refuel.
Ця пробка мене дратує: вже дві години стоїмо на трасі й ніяких об'їздів не видно.	This traffic is driving me nuts: we've been stuck on the road for two hours and there's no detour in sight.
Припини бути таким мудаком і допоможи винести ці коробки, ну серйозно!	Stop being such an asshole and help carry these boxes, come on, seriously!
Та ну!	Nah, no way!
Я в шоці — презентація провалилася, це було просто пекло.	I'm in shock — the presentation bombed, it was absolute chaos.
Зайдемо в 'Пузату хату' на борщ чи ти більше за каву?	Wanna pop into 'Puzata Khata' for borscht, or are you more into coffee?
Я замовив у seller_007 на prom.ua, номер замовлення order#123abc, але досі не прийшло.	I ordered from seller_007 on prom.ua, order number order#123abc, but it still hasn't arrived.
Припини бути таким мудаком і допоможи мені тут, бо я тягну всю роботу на собі вже тиждень.	Stop being such an asshole and help me out here — I've been doing all the work by myself for a week now.
Та ну, правда?	No way, really?
Блін, знову відключили світло прямо перед матчем!	Damn, they cut the power off again right before the match!
Не роби з мухи слона — це всього лиш невелика помилка.	Don't make a mountain out of a molehill — it's just a small mistake.
Я замовив нові кросівки в продавця shop_user_789 на Rozetka, а вони досі не прийшли.	I ordered new trainers from seller shop_user_789 on Rozetka, and they still haven't arrived.
Слухай, підемо сьогодні в Пузату Хату? Хочу борщу й вареників — ностальгія по маминій кухні.	Hey, want to go to Puzata Hata tonight? I fancy borscht and varenyky — feeling nostalgic for mum's cooking.
Та ну	Oh, come on
Блін, я забув вдома ключі від квартири — тепер стою під дверима і хочу вмерти.	Damn, I left my flat keys at home — now I'm standing outside the door and I want to die.
Він робить із мухи слона, як завжди.	He's making a mountain out of a molehill, as usual.
Я щойно купив у market_guy92 той вінтажний плащ — не можу дочекатися доставки.	I just bought that vintage coat from market_guy92 — can't wait for it to arrive.
Підемо сьогодні на шашлики біля Дніпра о сьомій?	Wanna go for shashlik by the Dnipro at seven tonight?
Та ні, бля	No way, fuck.
Ця пробка мене добиває, знов спізнюся на зустріч з мамою.	This traffic is killing me — I'm gonna be late for my meeting with my mum again.
Він продав мене за три копійки — справжній шакал.	He sold me out for three kopecks — a proper rat.
Піти покурити на підвіконня?	Wanna go smoke on the windowsill?
Зустрінемось біля Арсенальної о 19:00, я беру каву.	Let's meet by Arsenalna station at 7pm — I'll grab a coffee.
Йо, де мої ключі?	Yo, where are my keys?
Та ну тебе, я більше не буду це терпіти!	Screw you, I'm not putting up with this anymore!
Підкинеш мене до метро? Маршрутки зараз зовсім не їдуть.	Can you drop me off at the metro? The marshrutkas aren't running at all right now.
Я знову забув пароль від NovaPoshta_аккаунт123.	I forgot the password for NovaPoshta_account123 again.
Не парься, все буде ок — підемо на пиво після роботи, я плачу.	Don't worry, it'll be fine — let's grab a beer after work, I'm buying.
Чорт забирай!	Damn it!
Ти серйозно йдеш у той бар сьогодні ввечері?	Are you seriously going to that bar tonight?
Зустрінемось на Ринку біля львівської кав'ярні о 19:00.	Let's meet at the Market by the Lviv coffee shop at 7pm.
Ця робота мене просто роз'їдає зсередини, я більше так не витримаю!	This job is literally eating me alive, I can't take it anymore!
Я замовив щось у user_profile_987 на тому маркетплейсі, але досі не прийшло.	I ordered something from user_profile_987 on that marketplace, but it still hasn't arrived.
Йо, зацінь!	Yo, check this out!
Та йди ти до біса, я втомився від ваших пліток — живіть своїм життям!	Screw it, I'm sick of your gossip — live your own damn lives!
На вихідні їдемо в Карпати чи лишаємося в Києві?	Are we heading to the Carpathians for the weekend or staying in Kyiv?
Опа, бабки впали на карту — можна влаштувати вечірку!	Sweet, the money just hit the card — we can throw a party!
Я щось не розумію, де мій телефон? Кудо він подівся...	I don't get it, where's my phone? Where the hell did it disappear to...
Та ні, бісить.	Nah, it's pissing me off.
Ти серйозно плануєш їхати у Львів потягом о 5 ранку?	Are you seriously planning to take the train to Lviv at 5am?
Після роботи заскочимо в «Пузату хату» по вареники і пиво — давненько не бачилися, треба все обговорити.	After work let's pop into 'Puzata Khata' for dumplings and a beer — we haven't seen each other in ages, we need to catch up on everything.
Припини бути таким козлом і допоможи переставити той стіл, бля.	Stop being such an asshole and help move that table, damn it.
Я замовив у user_98765 на олх — сподіваюся, не кинули.	I ordered from user_98765 on OLX — hope they didn't screw me over.
Та ну, він знову проспав.	Come on, he overslept again.
Гроші у нього як вода — миттєво зникають.	He blows money like water — it’s gone in no time.
Зустрінемося в «Пузатій хаті» біля Контрактової площі о 18:30.	Let's meet at Puzata Khata by Kontraktova Square at 6:30pm.
Бля, я забув ключі в машині, і вона вже замкнулася!	Fuck, I left the keys in the car and it's already locked!
Ти бачив повідомлення від seller_998 на тій платформі?	Did you see the message from seller_998 on that platform?
Та ну нафіг.	Nah, screw that.
Припини бути таким засранцем і віддай мені мою кружку!	Stop being such a bastard and give me my mug!
Зустрінемось біля Бессарабки о 18:00, ок?	Let's meet by Bessarabka at 6pm, OK?
Я в шоці — він знову навалив на мене всю цю роботу в останній момент.	I'm stunned — he dumped all this work on me again at the last minute.
Я замовив у user_9987 якийсь гаджет на AliExpress; трекінг досі не оновлюється.	I ordered some gadget from user_9987 on AliExpress; the tracking still hasn't updated.
Та ну нафіг.	Fuck that.
Ти сьогодні підеш на ту тусовку біля Пирогова?	Are you going to that party near Pyrohiv today?
Мені так набридло кожного ранку їхати в центр у цю кляту пробку, я вже не витримую.	I'm so sick of driving into the centre every morning and getting stuck in that damn traffic; I can't take it anymore.
Я залишив замовлення в cart_789 на цьому сайті, перевір, будь ласка.	I left an order in cart_789 on this site — could you check it, please?
Підемо в кнайпу, посидимо з пивом і поспілкуємось — як тобі?	Let's go to the pub, have a beer and a chat — sound good?
Та ну!	No way!
Після роботи заскочимо в «Пузату Хату» на борщ?	Shall we swing by Puzata Hata for borscht after work?
Чорт, цей залік мене доб'є, я нічого не знаю.	Fuck, this exam's gonna kill me — I don't know anything.
Зустріч о 18:30 в McDonalds біля гл. вокзалу, не спізнюйтсья	Meeting at 6:30pm at McDonald's near the main station — don't be late.
Якщо він знову почне мені мозги їсти, я його пошлю подалі, чуєш?	If he starts nagging me again, I'll tell him to piss off, you hear?
Чорт, знову пропустив маршрутку — стою під дощем.	Damn, I missed the minibus again — I'm standing in the rain.
Припини тягнути кота за хвіст і зроби це вже!	Stop dragging your feet and just do it already!
Йдемо на шашлик в суботу? Буде пиво, музика й добрий настрій.	Wanna go for a BBQ on Saturday? There'll be beer, music and good vibes.
Де мій ключ? Куди я його подів??	Where's my key? Where did I put it?
Припини бути таким мудаком і допоможи з переїздом.	Stop being such an asshole and help me with the move.
Та ну нафіг	Nah, screw that.
Бля, я забув парасольку і зараз піде дощ — я точно намокну.	Fuck, I forgot my umbrella and it's about to rain — I'm definitely going to get soaked.
Я щойно купив щось у seller_9876 на тому маркетплейсі.	I just bought something from seller_9876 on that marketplace.
Він живе на широку ногу: нова тачка, ресторани щоночі — зовсім інший рівень.	He lives large: a new car, eating out every night — a completely different level.
Піду в Сільпо за салом і паляницею, хочеш щоб щось купити?	I'm heading to Silpo for some salo and a palianytsia — want me to pick anything up for you?
Блін, забув!	Damn, I forgot!
Ти серйозно знову купив пампухи на Хрещатику?	Are you serious — did you buy doughnuts on Khreshchatyk again?
Ця робота мене дістала, вже голова йде обертом.	This job's getting on my nerves — my head's spinning.
Припини тормозити й закинь сюди ті файли, будь ласка.	Stop dragging your feet and drop those files here, please.
Зустрінемось завтра о 18:30 біля входу в метро «Вокзальна», не запізнюйся — я вже маю квитки.	Let's meet tomorrow at 6:30pm by the 'Vokzalna' metro entrance, don't be late — I've already got the tickets.
Та ну, пофіг.	Ah, whatever.
Чорт, я знову забув ключі в машині.	Shit, I left my keys in the car again.
Зустрінемось біля кінотеатру «Кінопанорама» на Лук'янівці о 19:00 — не спізнюйся.	Let's meet by the Kinopanorama cinema in Lukianivka at 7pm — don't be late.
Я замовив цю штуку у seller_Alex123, каже, доставить завтра — вірити йому?	I ordered this thing from seller_Alex123; he says he'll deliver it tomorrow — should I trust him?
Тримайся, брате — пройде, як туман на Дніпрі.	Hang in there, bro — it'll pass like the fog over the Dnipro.
Та ну?	No way!
Блін, той автобус знову проїхав повз — я знову буду спізнюватися!	Damn, that bus just drove past again — I'm gonna be late again!
Зустрічаємося в пабі «Нагірка» після матчу о 22:30, не підведи.	Let's meet at the 'Nahirka' pub after the match at 10:30pm — don't let me down.
Ти поповнив акаунт user_9988, чи ні?	Did you top up the account user_9988 or not?
Припини сидіти на двох стільцях і визначайся вже, або втратиш можливість — я так не граю.	Stop sitting on the fence and make up your mind already, or you'll miss the chance — I don't play like that.
Та не може бути!	No way!
Перестань бути таким козлом і дай мені спокій.	Stop being such a prick and leave me alone.
Ти бачив, як вчора на Андріївському влаштували той дивний перформанс? Я думав, що це фестиваль чи ярмарок.	Did you see that weird performance they put on at Andriyivskyi Descent yesterday? I thought it was some kind of festival or fair.
Я купив пару чобіт у seller_shop_88 на тій платформі, але досі чекаю відправлення.	I bought a pair of boots from seller_shop_88 on that platform, but I'm still waiting for them to ship.
Якщо ти знову все зіпсуєш з тим проєктом, я з'їм свою шапку. Серйозно, без жартів.	If you screw this project up again, I'll eat my hat. Seriously, I'm not joking.
Та ну.	Oh, come on.
Бля, я знову загубив ключі від квартири!	Shit, I lost my flat keys again!
Поїхали на пікнік у суботу, якщо не буде дощу?	Fancy going for a picnic on Saturday if it doesn't rain?
Я заберу твою посилку з Нової Пошти після роботи.	I'll pick up your parcel from Nova Poshta after work.
Якщо цей клієнт ще раз почне підводити нас із термінами, я просто піду й скажу йому все як є.	If this client messes us about with deadlines one more time, I'll just walk out and tell him exactly what I think.
Блін, знову.	Damn, again.
Ти ж у курсі, що концерт перенесли на неділю, правда?	You're aware they moved the concert to Sunday, right?
Вона одним махом усе зіпсувала — і наш план, і настрій, і шанси на перемогу.	She ruined everything in one fell swoop — our plan, our mood, and our chances of winning.
Припини бути таким гівнюком і дай мені спокій, я втомився це терпіти.	Stop being such an asshole and give me some peace — I'm tired of putting up with this.
Я замовив ту толстовку у shop_user77 на WildMarket, але досі не отримав, і служба підтримки мовчить.	I ordered that hoodie from shop_user77 on WildMarket, but I still haven't received it, and customer support is silent.
Ще хвилинку, блядь.	Hold on a minute, for fuck's sake.
Ця робота мене дістала — я скоро з'їду з глузду, якщо ще один клієнт запитає «Чому так дорого?».	This job's killing me — I'll lose my mind if one more client asks, "Why is it so expensive?"
Підемо в паб 'The Crown' після роботи? Хочу пива.	Wanna go to The Crown pub after work? I could do with a beer.
Я замовив у продавця seller_id_77 ті кросівки, але tracking# ABC123XYZ не оновлюється.	I ordered those trainers from seller_id_77, but tracking# ABC123XYZ hasn't updated.
Та ну, ти що? Прийдеш на шашлики в суботу на дачі? Буде пиво, мангал і теща привезе салат.	Ah, come on — are you serious? Are you coming to the barbecue at the dacha on Saturday? We'll have beer, a grill, and my mother-in-law's bringing a salad.
Та ну!	No way!
Я вже до смерті стомився від цих нічних черг у супермаркеті.	I'm sick to death of these late-night queues at the supermarket.
Хочеш піти на футбол у неділю? Шахтар грає, буде шикарна атмосфера.	Wanna go to the football match on Sunday? Shakhtar's playing — it'll be an awesome atmosphere.
Бля, де мої ключі?! Я вже весь будинок перевернув.	Fuck, where are my keys?! I've already turned the whole house upside down.
Я купив ту штуку у user_profile_983, але продавець ще не відправив.	I bought that thing from user_profile_983, but the seller still hasn't shipped it.
Та ладно, не парся.	Come on, don't sweat it.
Завтра йду на футбол на 'Олімпійський', купив квитки за копійки — підеш?	I'm going to the match at the Olimpiyskiy tomorrow; I got tickets dirt cheap — you coming?
Блін, цей проєкт мене вже дістав, вночі доведеться доробляти.	Fuck, I'm so over this project — I'll have to finish it off tonight.
Ти гуглив той рецепт борщу чи в тебе власний фірмовий?	Did you Google that borscht recipe or do you have your own signature one?
Пофіг.	I don't give a shit.
Та ну нафіг!	Fuck it!
Ти де, Люда? Уже в трамваї чи ще добираєшся?	Where are you, Lyuda? Are you already on the tram or still on your way?
Ця пробка — просто капець, їду як черепаха.	This traffic jam is a total nightmare; I'm crawling along like a turtle.
Зустрінемось у Пузатій хаті біля ринку о сьомій, я куплю вареників.	Let's meet at Puzata Hata by the market at seven — I'll buy some vareniki.
Не будь таким козлом і віддай мені мої ключі, будь ласка.	Don't be such a jerk and give me my keys, please.
Та ну	No way
Блін, знову маршрутка пройшла повз, тепер чекатиму ще півгодини.	Damn, the marshrutka just drove past again — now I'll have to wait another half hour.
Я купив щось у user_profile_789 на тому сайті, але продавець ще не відповів.	I bought something from user_profile_789 on that site, but the seller still hasn't replied.
Він сунув свій ніс куди не треба і тепер усе перемішав.	He stuck his nose where it didn't belong and now he's messed everything up.
Ти правда йдеш на концерт без квитка? Думаєш, пустять у Львівську філармонію так просто?	Are you seriously going to the concert without a ticket? You think they'll just let you into the Lviv Philharmonic like that?
Та ну, серйозно?	No way, seriously?
Бля, знову забув ключі в квартирі і тепер стою під дощем.	Fuck, I left my keys in the flat again and now I'm standing in the rain.
Не міняй коней на переправі — проєкт же вже на фінальній стадії.	Don't change horses midstream — the project's already in its final stage.
Я замовив у user_profile_981 ті кроси, сподіваюся, що підійдуть.	I ordered those trainers from user_profile_981, hope they'll fit.
Пам'ятаєш ту бабусю, що продає вареники біля Центрального ринку? Сьогодні вона дала мені рецепт, тепер я буду готувати їх кожні вихідні.	Remember that granny who sells varenyky by the Central Market? Today she gave me her recipe, so I'm gonna make them every weekend.
Та нуго	Screw it.
Не переймайся, воно зійде нанівець.	Don't worry about it — it'll all amount to nothing.
Ти бачив новий сезон 'Слуги народу'? Я в шоці!	Have you seen the new season of 'Servant of the People'? I'm gobsmacked!
Чорт, знову прокинувся о 6-й — куди це життя котиться?	Fuck, woke up at 6 again — where is this life heading?
Зустрінемось біля «Козак-Пабу» о дев'ятій, бери гітару і купи пива, я принесу закуски.	Let's meet at Kozak Pub at 9pm—bring your guitar and pick up some beers, I'll bring snacks.
Та ну, блін.	Ah, screw it.
Бляха, я залишив ключі в маршрутці на Лівому березі.	Fuck, I left my keys on the minibus on the Left Bank.
Побачимось біля ст. м. Поштова пл.? О 6?	Meet by Poshtova Ploshcha metro station? 6pm?
Якщо ти знову почнеш мені підніматись, я просто викину той твій старий ноут у смітник.	If you start giving me shit again, I'll just toss that old laptop of yours in the bin.
На вихідних заїдемо до бабусиного городу на Черкащині — там помідори такі, що й мама не впізнає.	This weekend we'll swing by my granny's garden in Cherkasy — the tomatoes there are unreal, you wouldn't even recognise them.
Ох, блін!	Oh, damn!
Приїхав у село — бабця відразу нагодувала варениками до відвалу.	I got to the village — my gran immediately stuffed me with dumplings until I couldn't eat another bite.
Ти в курсі, що сьогодні о 20:00 сходка на стадіоні?	Did you know there's a meetup at the stadium at 8pm tonight?
Хватить вже, ти такий мудак — прибери свої речі зі спільної кімнати!	Enough already, you're such an asshole — clear your stuff out of the shared room!
Я замовив у продавця seller_1023 на тому маркетплейсі; трек номер TRK-5533-xyz. Чек в акаунті order_778.	I ordered from seller_1023 on that marketplace; tracking number TRK-5533-xyz. The receipt's in account order_778.
Та ну.	No way.
Він тусив у Пузатій Хаті всю ніч — як риба у воді, прямо свій.	He partied at Puzata Hata all night — he was totally at home there, like a fish in water.
