source	target
Vieš kde mam peňaženku?	Ти не знаєш, де мій гаманець?
V piatok idem na pivo s chlapcami do 'Študentskej krčmy', ak chceš, príď.	У п'ятницю йду на пиво з хлопцями в «Студентську корчму», якщо хочеш — приходь.
Nemôžem, to ma fakt vytáča!	Не можу, це мене реально виводить з себе!
Kde sakra je tá zastávka na Hlavnej? Meškám na frajerku.	Де, чорт забирай, та зупинка на Головній? Я запізнююсь до дівчини.
Seriózne, to si robíš srandu?	Серйозно, ти жартуєш?
Mám toho plné zuby.	Мені цього вже по горло.
Dáme si Kofolu a sadneme si na Hrade pri Dunaji, ako za starých čias.	Вип'ємо Кофолу і посидимо на Братиславському Граді біля Дунаю, як за старих часів.
Kam si, do piče, dal moje slúchadlá?	Куди ти, бля, подів мої навушники?
Môj šéf mi dnes naložil robotu na týždeň a ešte chce výsledok zajtra — je to na hovno, nebudem sa s tým babrať.	Мій шеф сьогодні навалив мені роботи на тиждень, а ще хоче результат вже завтра — це повне гівно, я з цим не буду возитися.
Ideme na pivo?	Пішли на пиво?
Mám toho plné zuby, už na to nemám nervy.	Мене це вже по горло, я більше не витримаю.
Kde som to, do riti, dal kľúče od auta?	Куди, бля, я подів ключі від машини?
Mamka ma naháňa do dediny cez víkend, lebo prídu svokrovci.	Мама мене жене в село на вихідні, бо приїдуть свекруха зі свекром.
Zaplatil som cez mobilnú appku, transakcia č. 4521-AB.	Сплатив через мобільний додаток, транзакція №4521-AB.
Ty vole, vážne?	Чувак, серйозно?
Z toho mi spadla sánka.	Від цього в мене щелепа відвисла.
Objednal som cez Wolt bryndzové halušky a pivo, číslo objednávky 54321.	Замовив через Wolt бриндзяні галушки та пиво, номер замовлення 54321.
Kde, do riti, som nechal tie kľúče?	Де, блін, я залишив ті ключі?
Som totálne nasratý na šéfa, poslal ma do riti a ešte zabudol zaplatiť nadčasy.	Я страшенно розлючений на боса — він мене послав нахуй і ще забув заплатити за понаднормові.
Seru na to.	Мені похуй.
Kde si, do riti, dal tie peniaze na koncert? Veď som ti dal 50 €!	Куди ти, бляха, подів ті гроші на концерт? Я ж дав тобі 50 €!
V práci to ide z kopca, šéf na nás kašle a projekt sa rúti, neviem, čo ďalej.	На роботі все йде під укіс, шеф на нас забив і проєкт розвалюється — не знаю, що робити далі.
Pozeral si ten nový seriál? Stojí to za to?	Дивився той новий серіал? Чи він того вартий?
Už mám dosť! Ešte jedna dopravná zápcha na D1 a vybuchnem.	Мене це дістало! Ще одна пробка на D1 — і я вибухну.
Človeče, poď sem!	Чувак, підходь сюди!
To už je hrubá črta — s tým končím raz a navždy.	Це вже переходить усі межі — я з цим закінчую раз і назавжди.
Kde, do hajzla, mám tú mapu?	Куди, бля, я подів ту карту?
Včera som prešiel Trenčín, zastavil sa na pivo pri hradnom námestí a celé mesto akoby žilo spomienkami.	Вчора я гуляв Тренчином, зайшов на пиво на площу біля замку — все місто ніби жило спогадами.
Už nevládzem, jebem to, idem spať.	Мене вже це все дістало, к черту — йду спати.
Kurva, zasa meškám.	Бля, знову запізнююся.
Hej, kam si, do riti, dal moje kľúče? Potrebujem otvoriť dvere.	Гей, куди ти, бля, подів мої ключі? Мені треба відчинити двері.
Nemám slov.	Нема слів.
Ten film bol totálna sračka, utratil som dve hodiny zbytočne.	Цей фільм був повне лайно, я витратив дві години даремно.
Na Vianoce ideme k rodičom na Oravu, tam sa vždy napcháme bryndzou a potom ideme von na snehu šantiť.	На Різдво їдемо до батьків на Ораву, там ми завжди наїдаємося бринзою, а потім виходимо на снігу шаленіти.
Do riti, zmeškali sme ten vlak!	До біса, ми пропустили потяг!
Nechce sa mi s tým špárať, radšej to hodím za hlavu.	Мені не хочеться з цим копирсатися, краще відкину це і забуду.
Objednal som kofolu cez Zásielkovňa, číslo objednávky 54321.	Замовив Кофолу через Zásielkovňa, номер замовлення 54321.
Kde, do kelu, mám svoje slúchadlá?	Де, чорт забирай, мої навушники?
V práci to ide z kopca, šéf celý deň nadáva a my makáme ako debilovia.	На роботі все йде під укіс: шеф цілий день лається, а ми пашемо як ідіоти.
Seriem na to.	Мені похуй.
Kde som dal okuliare, sakra?	Де я, блін, поклав свої окуляри?
Na dedinskej zábave sme jedli bryndzové halušky a teta sa opila, bolo to fakt šialené.	На сільському гулянні ми їли галушки з бринзою, тітка напилася — було реально божевільно.
Nevie si to ustrážiť, stále behá za každou blonďou.	Він не вміє себе стримувати, постійно женеться за кожною блондинкою.
Zajtra mám pohovor o ôsmej ráno v Bratislave, musíš mi držať palce, som totálne nervózny.	Завтра у мене співбесіда об восьмій ранку в Братиславі — тримай за мене кулаки, я жахливо нервуюсь.
Čo to, kurva?	Що це, бля?
Mám z toho hlavu ako melón, úplne som v koncoch.	У мене від цього голова як кавун, я зовсім у глухому куті.
Vieš, kde je hajzlik na Námestí SNP?	Ти знаєш, де тут сортир на Площі СНП?
Dnes som sa vykašľal na plány a celý deň som len blúdil po starom meste, pil kávu a rozmýšľal o tom, čo naozaj chcem.	Сьогодні я плюнув на плани і цілий день просто блукав старим містом, пив каву й думав про те, чого я справді хочу.
Ten nový šéf je totálny debil, káže nám pracovať cez víkend a ešte nechce ani zaplatiť nadčasy.	Цей новий шеф — повний дебіл, змушує нас працювати у вихідні й ще не хоче платити за понаднормові.
Ty vole!	Блін!
Táto zákazka mi zhltla celý týždeň, som fakt bez šťavy.	Це замовлення проковтнуло весь мій тиждень, я реально без сил.
Kam, do riti, si dal ten USB?	Куди, бля, ти подів той USB?
Zajtra ideme na chatu do Vysokých Tatier, bude guláš a živá muzika, príď!	Завтра їдемо на хату у Високі Татри, буде гуляш і жива музика, приїдь!
To je úplná pičovina, nebudem sa s tým babrať.	Це повна хуйня, не буду з цим возитися.
Kde som nechal mobil, do riti?	Куди я, бляха, подів свій телефон?
Toto malé mestečko má skvelú tradíciu, hlavne bryndzové halušky na letnom festivale.	У цьому маленькому містечку чудова традиція — особливо подають бриндзові галушки на літньому фестивалі.
Človeče, som totálne na nervy, v robote ma šéf zase vytočil.	Чувак, я зовсім на нервах, на роботі шеф знову мене вивів із себе.
Ideme na pivo do krčmy 'U Zeleného stromu'?	Підемо на пиво до корчми «У Зеленого Дерева»?
Nevládzem, celé leto som makal ako kôň a teraz mám pocit, že ma to všetko prevalcuje.	Я вже не в змозі, ціле літо працював як кінь, а тепер маю відчуття, що все це мене завалює.
Ty vole!	Та ти, бля!
Kam si, do riti, dal môj telefón? Už ho fakt nevidím.	Куди ти, бля, подів мій телефон? Я його взагалі не бачу.
Tá prezentácia stojí za hovno, prerobím ju do rána.	Та презентація — повна хуйня, перероблю її до ранку.
Stretneme sa v kaviarni 'Urban House' pri Obchodnej o 17:00, platí?	Зустрічаємось у кав'ярні «Urban House» біля Obchodnej о 17:00, домовились?
Máš lístok na zápas Slovan - Inter? Ak nie, kúpim dva.	У тебе є квиток на матч Слован — Інтер? Якщо ні, я куплю два.
Šak čo, do riti.	Та що, бля.
Nechaj to tak, je to ako hľadať ihlu v kope sena.	Забий на це, це як шукати голку в копиці сіна.
Kde si, kurva, nechal moju bundu?!	Де ти, бля, подів мою куртку?!
Zajtra večer ideme do Tatranského národného parku, príď na to oblečený teplo, lebo hore fúka riadna kosa.	Завтра ввечері їдемо до Татранського національного парку, прийди тепло вдягнений, бо там на висоті реально дубак.
Objednal som si Kofolu a 2x Tatranky — objed. č. 54321	Замовив собі Кофолу і 2 Tatranky — замовлення №54321
Do riti, zase meškám!	Чорт, знову запізнююся!
Neťahaj ma za nos, hneď povedz pravdu.	Не води мене за ніс, скажи правду одразу.
V piatok večer ideme do baru na Zlaté piesky, vezmi peňaženku a trocha cashu, tam karty občas neberú.	У п'ятницю ввечері йдемо в бар біля Zlaté piesky, візьми гаманець і трохи готівки — там інколи картки не проходять.
Vieš, že som ti už trikrát volal? Prečo nezdvíhaš?	Знаєш, я тобі вже тричі дзвонив. Чому не береш трубку?
To je úplne na hovno, radšej si dám šálku čaju a budem to ignorovať.	Це повне лайно, краще вип'ю чашку чаю й проігнорую це.
Do riti!	Чорт забирай!
Kde som nechal ten mobil? Fakt ho neviem nájsť.	Де я той телефон залишив? Справді не можу його знайти.
Daj si pozor, ten chlap má prsty v mnohých koláčoch.	Обережно, той чувак причетний до багатьох схем.
Nemôžem uveriť, že ma zase vybambil — dohodli sme sa na 8:00 a on len tak nedorazil a ani nenapísal.	Не можу повірити, що він мене знову кинув — ми домовилися на 8:00, а він просто не прийшов і навіть не написав.
Zajtra idem na pivo do "U Rytiera" na Hlavnom námestí, príď, ak chceš.	Завтра йду на пиво в «U Rytiera» на Головній площі, заходь, якщо хочеш.
Serem na to.	Мені похуй на це.
Čo si to zase vyblbol?	Що ти там знову виліпив?
Neviem, či mám prijať tú robotu v Bratislave; plat aj dojazd sú fajn, ale nie som si istý, či to stojí za to pre mňa.	Не знаю, чи брати ту роботу в Братиславі; зарплата і доїзд нормальні, але я не впевнений, чи воно мені того варте.
Keď ti hovorím, že to nie je žiadna veda, nevyhováraj sa a daj sa do toho.	Коли кажу тобі, що це не якась космічна наука, не відмазуйся і беріться за справу.
Do riti, zase to nestíham!	Бля, знову не встигаю!
Človeče, idem spať.	Чувак, йду спати.
Ty vole?	Ти шо, бля?
Mám toho plné zuby, dosť bolo tých kecov.	Мені це по горло, досить тих базік.
Dnes večer ideme na halušky do tej starej koliby pri námestí, tam majú lepšiu bryndzu ako u nás doma.	Сьогодні ввечері йдемо на галушки в ту стару колибу на площі, там бринза краща, ніж у нас удома.
Kurva, zase mi vypli prúd uprostred prania a teraz mám všetku bielizeň mokrú v práčke a pol cyklu preč.	Та блядь, знову вимкнули світло посеред прання, і тепер у пральці вся білизна мокра, а пів циклу пропало.
Ty vole.	Чувак.
Je mi z toho všetkého na grc.	Мене від усього цього аж вирве.
Stretneme sa v kaviarni Mondieu na Obchodnej o siedmej, dobre?	Зустрінемося в кав'ярні Mondieu на Obchodnej о сьомій, добре?
To je hádzať perly sviniam — nebudem s nimi riešiť debatu.	Це як кидати перли перед свинями — не буду з ними сперечатися.
Kurva, šéf mi dal robotu na poslednú chvíľu, teraz musím robiť aj cez víkend a fakt už nevládzem.	Бля, шеф дав мені роботу в останню хвилину; тепер я мушу працювати навіть у вихідні, і я вже реально не витримую.
Čo zas?	Що знову?
Bol som na trhoch v Košiciach a zjedol som celého langoša, hneď som sa cítil ako doma.	Я був на ярмарку в Кошицях і з'їв цілий лангош, відразу відчув себе як удома.
Kurva, zase mi zrušili vlak, budem čakať dve hodiny na peróne v daždi.	Бля, знову скасували мій потяг, чекатиму дві години на платформі під дощем.
Vieš, kde mám ten starý odznak? Zmizol mi ako pára nad hrncom.	Ти знаєш, де мій старий значок? Він зник, як дим.
Daj mi ešte jednu Kofolu, prosím, som totálne zničený po celej šichte.	Дай мені ще одну Кофолу, будь ласка, я зовсім розбитий після цілої зміни.
Kurňa, zase meškám.	Чорт забирай, знову запізнююся.
Dnes som chytil druhý dych a konečne som pobalil všetky veci na sťahovanie.	Сьогодні я зловив друге дихання і нарешті упакував усі речі для переїзду.
Nemôžem uveriť, že ten priblblý chlap zrušil naše rande na poslednú chvíľu.	Не можу повірити, що той тупий чувак скасував наше побачення в останню хвилину.
Objednal som halušky v reštike 'Slovenská krčma' a povedali, že to bude pripravené za 20 minút.	Замовив галушки в ресторані «Словацька корчма» й сказали, що це буде готове за 20 хвилин.
Idem na pivo do 'U Fera', pripojíš sa?	Йду на пиво в «У Фера», приєднаєшся?
Jasné, kámo.	Та ясно, чувак.
Máme tam riadne naložené, bude to hotové do rána.	У нас там по вуха роботи, буде готово до ранку.
Kde sakra sú moje štetce? Potrebujem ich na zajtra!	Де, бля, мої пензлі? Мені вони потрібні на завтра!
Objednal som obed cez Wolt, číslo objednávky 112233, doručenie mešká.	Замовив обід через Wolt, номер замовлення 112233, доставка спізнюється.
Môžeš mi požičat 5e? Vrátim ti to v pondelok.	Можеш позичити мені 5 євро? Поверну в понеділок.
Ty vole, zase ma zablokoval na Fejsbuku?	Чувак, він мене знову заблокував у Фейсбуці?
Do riti!	До біса!
Nechaj to tak, nestojí to za to sa s tým špárať.	Залиш так, не варто з цим возитися.
Ideš dnes na pivo do U Medveďa?	Підеш сьогодні на пиво до «У Ведмедя»?
Som úplne nasratý, ten šéf nám zase zrušil víkendový výlet bez varovania.	Я просто вкурвлений — той шеф знову скасував нашу вікенд-вилазку без попередження.
Vážne, fakt?	Серйозно, правда?
Do riti, zase ma vyhodili z brigády.	Чорт, знову мене вигнали з підробітку.
Nechcem sa s tým babrať, to mi vôbec nesedí, radšej to nechám na niekoho iného.	Не хочу з цим возитися, це мені зовсім не підходить, краще залишу це комусь іншому.
Kde je najbližšie Tesco? Potrebujem kávu a rožky do 10 minút.	Де тут найближче Tesco? Мені треба кави й булочок за 10 хвилин.
Bol som s chalanmi na hokeji, bolo to pecka — totálne nás to nabudilo!	Був з хлопцями на хокеї, це було бомба — повністю нас завело!
Vážne teraz?	Серйозно зараз?
Načo si mi to, kurva, spravil?	Навіщо ти мені це, бля, зробив?
Včera som sa rozhádal s kolegom, celý večer som sa cítil ako vyžmýkaná handra.	Вчора я посварився з колегою, увесь вечір почувався як вижавлена ганчірка.
Pôjdeme na pivo do "Zlatého bažanta" o ôsmej?	Підемо на пиво в "Zlatý Bažant" о восьмій?
Myslím, že to nedám, mám toho až po krk: deti, práca, účty...	Думаю, що я не витримаю, у мене всього по горло: діти, робота, рахунки...
To je blbosť.	Це маячня.
Kde, sakra, zaparkoval ten čierny Opel?	Де, чорт забирай, припаркувався той чорний Opel?
Zajtra idem do Bratislavy na Miletičovu tržnicu, pozrieme sa po poriadnych bryndzových haluškách a potom pôjdeme na kávu do Kaviarne Štúr.	Завтра їду в Братиславу на ринок на Мілетічовій, пошукаємо смачні бриндзові галушки, а потім підемо на каву в кав'ярню «Штур».
Mám plné zuby tej byrokracie, idem to hodiť za hlavu.	Мені по горло цієї бюрократії, я на це заб'ю.
Ideme na pivo?	Підемо на пиво?
Do riti!	Чорт забирай!
Kde si to schoval, ty hajzel?	Де ти це сховав, ти сволото?
Mám toho plné zuby, idem si dať pauzu.	Мені цього вже по горло, піду трохи перепочину.
Zajtra ideme na Oravský hrad, ber si teplé oblečenie a foťák.	Завтра їдемо на Оравський замок, візьми теплий одяг і фотик.
Objednal som kávu cez Wolt, objednávka č. 54321, mala by prísť do 20 minút.	Замовив каву через Wolt, замовлення №54321, має приїхати за 20 хвилин.
Ty vole, vážne?	Чувак, серйозно?
Do riti!	До біса!
Nebudem sa s tým babrať, radšej to hodím do koša a kúpim nové.	Не буду з тим морочитися, краще викину це в смітник і куплю нове.
Kde, do kurvy, som dal moje kľúče od chaty na Liptove?!	Де, бля, я поклав свої ключі від хати в Ліптові?!
Už mám tej práce po krk, šéf sa chová ako pán boh a plat ani nevyrieši.	Мені вже по горло цієї роботи, шеф поводиться як пан боженька, а з зарплатою ніхто навіть не розбирається.
Do riti!	Бля!
Ty vole, kde sakra sú moje okuliare?	Бля, де, чорт забирай, мої окуляри?
Nechaj to tak, nestojí to za námahu.	Не морочся з тим, воно того не варте.
Zajtra ideme do Bratislavy na koncert IMT Smile, potom pôjdeme na afterpárty pri Dunaji, chceš ísť?	Завтра їдемо до Братислави на концерт IMT Smile, потім підемо на афтерпаті біля Дунаю, хочеш піти?
Som úplne vyčerpaný, mám toho plné zuby.	Я зовсім виснажений, мені це вже по горло.
Ty vole!	Блін!
Kde som sakra nechal svoje kľúče? Už ich hľadám pol hodiny.	Де, чорт забирай, я залишив свої ключі? Шукаю їх уже півгодини.
Po obede idem na pivo do krčmy na námestí, kto ide so mnou?	Після обіду йду на пиво у забігайлівку на площі, хто зі мною?
Mám toho plné zuby, už nechcem pracovať s ľuďmi ako oni.	Мені це вже по горло, більше не хочу працювати з такими людьми.
Objednal som si cez ZľavaDňa kupón na wellness, číslo rezervácie 54321, dúfam, že to nebude podvod.	Замовив собі через ZľavaDňa купон на велнес, номер бронювання 54321, сподіваюся, що це не афера.
No do riti!	Блін, ну й дістало!
Kurva, kde som nechal telefón?!	Бля, де я залишив телефон?!
To je na dve veci, radšej to zahodím.	Це ні на що, краще його викину.
Zajtra ideme na Majáles, stretneme sa pri bráne o piatej, nezabudni karimatku a flašu borovičky.	Завтра йдемо на Majáles, зустрінемося біля воріт о п'ятій, не забудь каремат і пляшку borovičky.
Dnes som totálne zničený, dám si dvojku kávy a potom uvidím, či pôjdem do mesta.	Сьогодні я зовсім розбитий, вип'ю подвійну каву, а потім подивлюсь, чи піду в місто.
Do riti, zaspal som!	Блін, проспав!
Kam si, do riti, dal moje topánky?!	Куди ти, блядь, подів моє взуття?!
Prestaneš robiť z komára somára? Veď to nie je také hrozné.	Перестанеш робити з мухи слона? Це ж не так уже й страшно.
Zajtra idem do Bratislavy na súťaž v varení bryndzových halušiek, chceš ísť so mnou?	Завтра їду до Братислави на конкурс приготування бринзових галушок, хочеш поїхати зі мною?
Seriózne, už ma fakt sere táto firma — všetko tu stojí za prd.	Серйозно, мене вже реально дістала ця фірма — тут усе повне лайна.
Fajn, ideme von.	Гаразд, йдемо гуляти.
Kde do riti sú moje okuliare?	Де, блін, мої окуляри?
Neviem, ako to povedať, cítim sa ako ryba na suchu.	Не знаю, як це сказати, відчуваю себе як риба на суші.
Zajtra idem na koncert Korben Dallas do Incheby v Bratislave, nechceš ísť so mnou?	Завтра йду на концерт Korben Dallas в Інчебі у Братиславі, не хочеш піти зі мною?
To je úplná pecka — dal som to na story a za pol hodiny mám 200 lajkov.	Це просто бомба — я запостив це в сторіс, і за півгодини в мене 200 лайків.
Serem na to.	Мені похуй.
Kam si, do riti, dal moje topánky?!	Куди ти, бля, подів мої черевики?!
Dnes v práci som bol totálne vyčerpaný, šéf ma zase nasral a teraz potrebujem pivo a poriadny pokoj.	Сьогодні на роботі я був повністю виснажений, шеф мене знову насрав і тепер мені треба пиво та нормальний спокій.
Ideme na pivo do „Pivárne U Flekov“ na Hlavnom námestí, prídeš?	Йдемо на пиво до «Пиварні U Flekov» на головну площу, прийдеш?
