source	target
Глянь, чувак, у меня в телеге пост с чеком: https://t.me/post_99 — охренеть можно.	Check it out, dude, I put a post with the receipt on my Telegram: https://t.me/post_99 — it's fucking insane.
Да ну нафиг.	Hell no.
Бро, я вчера так напился, что не помню, как домой добрался.	Bro, I got so wasted last night I don't remember how I got home.
К бабке не ходи — с этими ребятами не стоит связываться.	No need to ask — it's obvious you shouldn't mess with those guys.
Этот сериал — полное дерьмо, зря полсезона смотрел.	This series is total shit; I wasted half a season on it.
Ну и чё, пойдём в «Пузан» на шашлыки или как?	So, are we going to 'Puzan' for shashlik or what?
Да ну нафиг.	Fuck that.
Как ты умудрился проспать весь концерт?	How the hell did you manage to sleep through the whole concert?
Ты будто белка в колесе — остановись и переведи дух.	You're like a hamster on a wheel — stop and catch your breath.
Чёрт побери, плита сгорела, а завтра к нам заедут родственники из Питера.	Damn it, the stove's busted, and tomorrow relatives from Piter are coming over.
Глянь на это: https://vk.com/club9999 — там можно нарыть кучу мемов.	Check this out: https://vk.com/club9999 — you can dig up a ton of memes there.
Да ну нафиг.	Hell no.
Ты что, охренел? Это моя последняя сигарета.	Are you fucking kidding me? That's my last cigarette.
Меня просто крышу снесло, когда я увидел, как бабушка прячет бутылку водки за иконами.	I was totally blown away when I saw grandma hiding a bottle of vodka behind the icons.
Глянь это: https://vk.com/club_98765 — прикольные фотки.	Check this out: https://vk.com/club_98765 — cool pics.
Эй, братан, чё, пойдём на шашлыки в субботу? Принеси мангал, я мясо куплю.	Yo, bro, what d'you say — wanna go for shashlik on Saturday? Bring the grill, I'll get the meat.
Не парься.	Don't sweat it.
Заценил новый альбом Басты? Жжёт, как всегда.	Checked out Basta's new album? It's fire, as always.
Ты чего, совсем охуел?!	Have you completely lost your fucking mind?!
Он всегда кивает, но по факту ничего не делает — чисто словоблуд.	He always nods along, but in reality does nothing — all talk and no action.
Сходили на шашлыки за город, напились самогонки у дяди Вани — было огонь.	We went out of town for a barbecue, drank Uncle Vanya's homemade moonshine — it was lit.
Да ну нафиг.	Hell no.
Ты что, охуел вообще?	What the fuck is wrong with you?
Она вчера была не в своей тарелке на вечеринке.	She seemed totally not herself at the party last night.
Я простоял в очереди в МФЦ три часа, и в конце мне сказали, что я забыл какую-то справку.	I waited in line at the MFC for three hours, only to be told at the end that I'd forgotten some paperwork.
Глянь мем: https://imgur.com/gallery/abc123 — убьёшься со смеху.	Check out this meme: https://imgur.com/gallery/abc123 — you'll die laughing.
Полный отстой.	This is total crap.
Он кинул меня на бабки и свалил в закат.	He screwed me out of my money and rode off into the sunset.
Ну че, пойдём бухать у Пети?	So, wanna go get wasted at Petya's?
Я до сих пор в шоке от того концерта — группа просто рвала зал на части!	I'm still stunned by that concert — the band absolutely tore the place apart!
Да ты что, Стас? Это же чистый трэш, как в 'Брате'!	Are you serious, Stas? This is pure trash — straight out of 'Brat'!
Чё за хрень, братан? Куда ты пропал прошлой ночью?	What the hell, bro? Where the hell did you disappear to last night?
После той драки он повёл себя как последний придурок, я просто в шоке — как он мог так поступить?	After that fight he acted like a total idiot, I'm just stunned — how could he do that?
В выходные пошли в баню, парились, пили пиво — мать его, кайф полный.	Went to the banya this weekend — steamed, drank beer — holy shit, pure bliss.
Не гони волну, всё норм.	Don't make a fuss, it's all good.
Если ЦСКА снова проиграет, я ваще сойду с ума — это уже заколебало.	If CSKA loses again, I'll totally lose my mind — I'm fucking sick of it.
Да ну нафиг!	Hell no!
Братан, начальник опять взъебался за пустяки, я скоро с ума сойду.	Dude, the boss flipped the fuck out over nothing again — I'm gonna lose my mind soon.
Ну ты понял, по-любому залетят бабки после пятницы.	You know how it is — the cash will definitely roll in after Friday.
Ты видел новый сезон «Чернобыля»? Сука, сцены так вмазали, аж мурашки.	Have you seen the new season of 'Chernobyl'? Fuck, the scenes hit so hard they gave me goosebumps.
Глянь эту ссылку: tg://resolve?domain=chat123 — там полный бред и мемы.	Check out this link: tg://resolve?domain=chat123 — it's full of nonsense and memes.
Да ну нафиг.	Hell no.
Ты чё, с ума сошёл?!	Are you out of your damn mind?!
Дело пахнет керосином — они что-то мутят.	Something smells fishy — they're up to something.
Бабки нужны срочно, без них никуда.	I need cash ASAP — can't do shit without it.
Вчера весь вечер просидел у стариков — слушал их истории о войне, но под конец уже не мог молчать и влез с вопросами.	I spent the whole evening at the old folks' place listening to their war stories, but by the end I couldn't keep quiet and started firing off questions.
Ну всё, пошёл я.	Alright, I'm off.
Ты чё, с ума сошёл?!	Are you out of your fucking mind?!
После той вечеринки я был как выжатый лимон — валялся весь день.	After that party I was totally wiped out — I crashed on the couch all day.
Куда ты суёшь свой нос в мои дела, а?	Why the hell are you sticking your nose into my business, huh?
Вчера на матче ЦСКА я чуть не потерял голос: болел так громко, что соседи стучали в стену.	Yesterday at the CSKA match I nearly lost my voice — I cheered so loud the neighbors were banging on the wall.
Да брось!	Oh, come on!
Чёрт побери, опять пробки, опоздаю на самое важное собеседование!	Damn it, traffic again — I'm gonna be late for the most important interview!
Не гони пургу, мы оба знаем, что он не тянет на роль лидера.	Don't BS me — we both know he's not cut out to be a leader.
Пойдём в Пятёрочку за пивом и семечками, как обычно?	Wanna go to Pyaterochka for beer and sunflower seeds, like usual?
Эта хрень с налогами просто с ума сводит — кто вообще додумался до таких правил?	This tax bullshit is driving me crazy — who the hell came up with these rules?
Да пошёл ты!	Fuck off!
Она всё время трындит по телефону, достала уже.	She's always yapping on the phone, I'm totally sick of it.
Ты что, охуел что ли?	Are you fucking nuts or what?
Я на выходных собирался в Питер, но бабки пропали — кот наплакал, так что придётся остаться дома и смотреть футбол.	I was planning to head to St. Pete this weekend, but the cash disappeared — I've got next to nothing, so I'll have to stay home and watch the game.
Глянь: https://vk.com/id_12345 — мемы огонь!	Check this out: https://vk.com/id_12345 — the memes are fire!
Да ну нафиг.	Hell no.
Чёрт, я сегодня выжат как лимон, ни одной нормальной мысли в голове.	Damn, I'm completely drained today — can't think straight.
Надо подстелить соломку, иначе придётся расплачиваться по полной.	You need to cover your ass, or you're going to pay for it big time.
А ты чего молчишь? Выкладывай, не тяни.	Why are you quiet? Spill it — don't hold back.
После матча «Спартак» вчера центр был в хлам: фанаты орали, бутылки летели, полиции почти не было.	After Spartak's match yesterday the city center was a mess: fans were screaming, bottles were flying, and there were hardly any cops around.
Чёрт побери!	Damn it!
Братан, зацени мою новую тачку, купил по блату.	Bro, check out my new ride — I scored it through a hookup.
Ты что, совсем с ума сошёл, или как?	Are you completely out of your damn mind, or what?
Я сегодня так облажался на презентации, хотелось провалиться сквозь землю.	I totally screwed up at the presentation today — I wanted the earth to swallow me.
Слуш, завтра идём на футбол — будет матч РПЛ, захвати пива.	Hey, listen, we're going to the football match tomorrow — there's an RPL game, so bring some beers.
Он ни рыба ни мясо.	He's neither fish nor fowl.
Ты что, охуел?!	Have you fucking lost your mind?!
После того дикого косяка на презентации мне хотелось провалиться сквозь землю.	After that massive screw‑up during the presentation, I wanted the ground to swallow me up.
Давай в баню, там по‑честному отмоемся и расслабимся.	Let's hit the banya — we'll get properly steamed and relax.
Глянь этот трек: https://music.example/track_777 — огонь!	Check out this track: https://music.example/track_777 — it's fire!
Ну ёпт!	Oh fuck!
Чё за хрень творится в этой дыре?!	What the hell is going on in this shithole?!
Он опять закопал себя по уши в долги, как будто не видит света в конце туннеля.	He’s gone and buried himself up to his ears in debt again, like he can’t see the light at the end of the tunnel.
Слушай новый трек Басты, он прям зашёл, вот ссылка: https://music.example/track_777	Listen to Basta's new track — it totally slaps, here’s the link: https://music.example/track_777
Я сьезду в Питер завтра, если всё ок, можешь подкинуть меня до вокзала?	I'll head to Piter tomorrow if everything's OK — can you give me a lift to the station?
Да ты охренел?	Are you out of your damn mind?
Он опять делает из мухи слона и будет раздувать это на весь подъезд.	He's blowing it way out of proportion again and will make a scene across the whole building.
Если завтра из‑за снега отменят электрички, я сойду с ума — у меня тысяча дел, а бабушка уже ждёт с пирожками.	If they cancel the commuter trains tomorrow because of the snow, I'll lose it — I've got a thousand things to do and Grandma's already waiting with her pies.
Ты вчера на тусе видел Катю? Она реально зажгла.	Did you see Katya at the party last night? She totally killed it.
Пиздец, я запорол презентацию — слайды зависли, Wi‑Fi упал, а босс смотрел на меня как на идиота.	Fucking hell, I screwed up the presentation — the slides froze, the Wi‑Fi went down, and the boss looked at me like I was an idiot.
Да брось!	Oh, come on!
Ты чего, охуел вообще?	What the fuck is wrong with you?
Он сделал из мухи слона из‑за нового айфона.	He made a mountain out of a molehill over a new iPhone.
Я так злился в тот день, что готов был вломить ему лично, но потом остыл.	I was so pissed off that day I was ready to beat the shit out of him myself, but I eventually cooled down.
Встречаемся завтра у Пятёрочки у входа, буду в синем рюкзаке — не опаздывай!	Let's meet tomorrow at the Pyaterochka by the entrance, I'll be in a blue backpack — don't be late!
Да ну нафиг.	Hell no.
Ты че, совсем охуел?!	Are you out of your fucking mind?!
Вчера на матче ЦСКА отжег парень — такой хет-трик, стадион просто взорвался.	Yesterday at the CSKA game this guy was on fire — he scored a hat-trick and the stadium went absolutely wild.
Я заебался, блин, этот проект никак не двлится.	I'm fucking exhausted, man — this project isn't moving forward at all.
Смотри видос на t.me/kanal_123 — там ржака.	Check out the vid on t.me/kanal_123 — it's hilarious.
Да ну нафиг.	Hell no, fuck that.
Ты чё, с дуба рухнул?	Are you out of your damn mind?
Я вчера на концерте Билана чуть не умер от скуки — думал, это будет бомба, а получилось гавно.	I nearly died of boredom at Bilan's concert last night — thought it'd be amazing, but it turned out to be total shit.
Глянь это: https://vk.com/id_12345 — инфа норм?	Check this out: https://vk.com/id_12345 — is the info legit?
Ща зайду, всё расскажу, пацаны офигеют.	I'll pop in in a sec and tell you everything — the guys will freak out.
Да ну нафиг.	Hell no.
Чувак, у меня сегодня такой завал на работе, что я еле дышу и на выходные никаких сил не останется.	Dude, I'm so swamped at work today I can barely breathe, and I'll have no energy left for the weekend.
В натуре, где ты весь вечер пропал? Я тебя заждался.	Seriously, where the hell were you the whole evening? I was waiting for you.
Он получил по шапке за свою халтуру, теперь молчит как рыба.	He got chewed out for his crappy work, and now he's as quiet as a mouse.
Ты видел тот мем с котом, который как будто знает все секреты интернета? Умора.	Did you see that meme with the cat that looks like it knows all the internet's secrets? Hilarious.
Ё-моё, как жарко сегодня!	Jesus, it's so damn hot today!
Не хочу снова рыть эту старую могилу, давай прекратим копаться в прошлом.	I don't wanna dig up that old shit again — let's stop digging through the past.
Где ты была вчера? Я тебя искал весь день.	Where the hell were you yesterday? I looked for you all day.
Пошёл на хуй, ок?	Fuck off, okay?
У нас на районе теперь своя хипстерская кофейня — цены зашкаливают, но атмосфера бомбическая.	There's a hipster coffee shop in our neighborhood now — the prices are through the roof, but the vibe is fucking amazing.
Да ну нафиг.	Hell no.
Ты че, охренел?!	Have you lost your fucking mind?!
Не вешай мне лапшу на уши, я знаю, что ты сделал.	Don't try to pull the wool over my eyes — I know what you did.
Вчера поймал штраф в Москве за катание на самокате по тротуару — теперь буду ездить аккуратнее.	Yesterday I got fined in Moscow for riding a scooter on the sidewalk — I'll be more careful from now on.
Я в ахуе от этих цен — как так можно жить?	I'm fucking stunned by these prices — how's anyone supposed to live like this?
Да ну нафиг.	Hell no.
Блин, я сегодня завалил собеседование — так обидно.	Damn, I totally bombed the interview today — I'm so bummed.
Он ведёт себя как настоящий дауншифтер: бросил работу в Москве и переехал в деревню жить на картошке.	He's acting like a total downshifter: he quit his job in Moscow and moved to the countryside to live off potatoes.
Не вешай нос, всё наладится.	Don't be down — it'll all work out.
Кто, блин, оставил окно открытым? Вся квартира промокла!	Who the hell left the window open? The whole apartment got soaked!
Да ладно, ну нах.	Come on, screw that.
Ты чё, совсем с ума сошёл?	Are you completely out of your mind?
Если завтра опять отменят электрички, я пешком до города дойду и буду материться весь день.	If they cancel the commuter trains again tomorrow, I'll walk into town and swear the whole day.
Не вешай мне лапшу на уши, я сам видел, как он залетел в аварию.	Don't try to pull the wool over my eyes — I saw him crash the car myself.
Глянь видос: https://t.me/funny_channel — убойный, счас ржал до слёз.	Check out this clip: https://t.me/funny_channel — it's killer, I was laughing my ass off.
Ну и погодка.	What shitty weather.
Ты чё, охуел меня игнорить?	What the fuck, are you ignoring me?
После двух дней без сна я чувствовал себя как выжатый лимон, и единственное, что хотелось — упасть лицом в подушку.	After two days without sleep I felt like a wrung-out lemon, and the only thing I wanted was to faceplant into my pillow.
Бабуля наварила такой борщ, что у всяких инстаграмщиков слюнки бы потекли.	My granny cooked borscht so good that all those Instagrammers would be drooling.
Глянь эту ссылку: https://vk.com/dacha123 — там фотки с дачи, заходи.	Check out this link: https://vk.com/dacha123 — there are photos from the dacha, have a look.
Да ну нафиг.	Hell no.
Блин, опоздал на автобус, стою как придурок.	Damn, I missed the bus and I'm standing here like an idiot.
Завтра буду в Питере, зайдём на Невский за пивом?	I'll be in St. Petersburg tomorrow — want to grab a beer on Nevsky?
Этот начальник полный отстой, каждый день придумывает новые задачи из ничего.	This boss is a total piece of shit — every day he invents new tasks out of thin air.
Я до сих пор не могу поверить, что мы проспали рейс и теперь сидим в какой-то дыре без нормального Wi‑Fi.	I still can't believe we slept through our flight and now we're stuck in some dump with no decent Wi‑Fi.
Ну в натуре?	Are you for real?
Я сегодня просто выжат как лимон после этой встречи — не могу даже думать.	I'm completely wiped out, squeezed dry like a lemon after that meeting — I can't even think.
Ты видел новый клип Билана? Там такой отрыв, что моя бабушка бы затанцевала!	Have you seen Bilan's new music video? It's such a rager that even my grandma would dance!
Отвали, мудила, не лезь в мои дела.	Fuck off, you asshole, and don't poke your nose into my business.
Глянь эту тему: https://vk.com/gallery_456 — там реально крутые фотки.	Check out this thread: https://vk.com/gallery_456 — there are some really cool photos there.
Ну и чё?	So what?
Он опять слил всю нашу движуху — сидим как в лохах.	He screwed up and blew our whole thing again — now we're sitting here like suckers.
Включи Матч ТВ, там сейчас прямой эфир дерби «Спартак» — «Зенит».	Turn on Match TV — they're broadcasting the Spartak vs. Zenit derby live right now.
Да ёбаный в рот, у меня опять сломался ноут — дедлайн через час!	Fuck me, my laptop's fucked up again — the deadline's in an hour!
Ты чё, с дуба рухнул? Это вообще нормальная идея?	Are you out of your mind? Is that even a sane idea?
Ну всё, спятил.	That's it — I'm losing my mind.
Ты чё, совсем охуел? Как ты мог отдать мою гитару этому ублюдку?	Are you fucking serious? How could you give my guitar to that bastard?
Мне нужно отлучится на час, можешь покормить кота?	I need to step out for an hour — can you feed the cat?
Он пропал как в воду канул — никто не знает, где он.	He vanished without a trace — nobody knows where he is.
Глянь этот видос: https://youtu.be/xyz_123 — ржака конкретная, плакал от смеха.	Check out this vid: https://youtu.be/xyz_123 — it's fucking hilarious, I laughed until I cried.
Да ну нафиг.	Hell no, screw that.
Ты че, с ума сошёл, брат?	Are you out of your damn mind, bro?
Вчера заехал на дачу, пожарил шашлык, включил «Меч» и с бутылкой пива забил на все проблемы — лучший отдых.	Yesterday I drove out to the dacha, grilled shashlik, put on 'The Sword' and, with a beer in hand, tuned out all my problems — best way to relax.
Чёрт возьми, этот ремонт тянется уже три месяца!	For fuck's sake, this renovation's been dragging on for three months already!
Глянь видос: https://youtu.be/abc123 — там сценка про наших, рофлит до слёз.	Check out this vid: https://youtu.be/abc123 — there's a sketch about our crew, it's fucking hilarious.
Чё творится?	What's going on?
Он сдулся в самый последний момент и мы все в шоке.	He totally chickened out at the very last minute and we're all in shock.
На том матче Россия — Бразилия мы болели до посинения, помнишь?	At that Russia–Brazil match we cheered our heads off, remember?
Да ну нафиг, я лучше останусь дома с пивком и сериалом.	Hell no, I'd rather stay home with a beer and binge-watch a series.
Ты чё, охренел? Можешь хоть раз прийти вовремя.	Are you fucking crazy? Can't you show up on time even once?
Блин, опять пробки.	Damn, traffic again.
Он срубил бабла на этой хреновой стартап-конференции.	He made a killing at that crappy startup conference.
Пошли на шашлыки до рассвета — завтра никто не работает, да и погода вроде норм.	Let's go for shashlik until dawn — nobody's working tomorrow, and the weather looks fine.
Ты чё, прикалываешься, или правда забыл про встречу?	Are you kidding me, or did you actually forget about the meeting?
Этот кандидат — полный отстой, не голосуйте за него.	This candidate is a total piece of shit, don't vote for him.
Да ну нафиг.	Hell no.
Ты че, совсем охренел?!	Are you out of your fucking mind?!
Вчера зашли в Пятёрочку за хлебом, а там очередь как на Черкизовском рынке в нулевые — полный аншлаг.	Yesterday we popped into Pyaterochka for bread, and there was a line like at Cherkizovsky Market in the 2000s — totally packed.
Не делай из мухи слона, это решится за пару часов, поверь.	Don't make a mountain out of a molehill — it'll be sorted in a couple of hours, trust me.
Чёрт возьми, этот мэр снова всё профукал — как обычно, бардак и пустые обещания.	Christ, that mayor fucked everything up again — as usual, a mess and empty promises.
Да ну нафиг.	Fuck that.
Бабушка моя смотрит «Сваты» каждый вечер, я уже с ума схожу.	My grandma watches 'Svaty' every night, I'm going crazy.
Не вешай мне лапшу на уши, я не дурак.	Don't try to pull the wool over my eyes — I'm no fool.
Который час, бро? Телефон разрядился.	What time is it, bro? My phone died.
Ё-моё, как же жарко в этой пробке — аж дух захватывает!	Jesus, it's so damn hot in this traffic jam — I'm about to pass out!
Да ты шутишь?	Are you kidding me?
Пошёл ты с этим планом, он нифига не сработает.	Fuck that plan — it won't work for shit.
Он опять забил на работу и пошёл пить водку к другу в коммуналке, как в старые добрые времена.	He bailed on work again and went to drink vodka at his buddy's communal apartment, like the good old days.
Ты правда собираешься уехать в Питер навсегда?	Are you really going to move to St. Pete for good?
Когда бабушка узнала цену на билеты, она выпала в осадок и стала кричать, что в её молодости всё было намного дешевле.	When Grandma saw the ticket prices, she was floored and started shouting that things were much cheaper back in her day.
Да ну нафиг.	Hell no.
Ты че, совсем охренел? Откуда у тебя такие идеи?	Are you fucking crazy? Where the hell did you get those ideas?
Работать на эту фирму — это как крутиться в колесе хомяка: много беготни, ноль смысла.	Working for this company is like running on a hamster wheel: lots of running around, no point to it.
Глянь: https://vk.com/id12345 — там фотки с дачи, ржач полный.	Check this out: https://vk.com/id12345 — there are pics from the dacha, it's a total riot.
На шару не дам — знаем цену этим вещам.	I ain't giving it away for free — we know what this stuff's worth.
Да ну, не верю.	Yeah, right — I don't buy it.
Ты че, охренел? Почему не сказал раньше, мать твою?	Are you fucking nuts? Why the hell didn't you tell me sooner?
Его держат в ежовых рукавицах — ни шагу без согласования.	He's kept on a short leash — he can't take a single step without getting it approved.
На Масленицу всей деревней пекли блины и пели частушки, такого я давно не видел.	For Maslenitsa the whole village was frying pancakes and singing chastushki (traditional folk ditties) — I haven't seen anything like it in ages.
Коммуналка опять зашкаливает, ничего не осталось на еду.	The utility bills are through the roof again — there's nothing left for food.
Да ну нафиг.	Fuck that.
Ты че забыл про встречу, ёлки-палки?	Are you kidding — did you forget about the meeting, for crying out loud?
Мне так заебало объяснять одно и то же, я уже готов уволиться.	I'm so fucking sick of explaining the same thing over and over, I'm ready to quit.
Он продал мне кота в мешке, и теперь я кусаю локти.	He sold me a pig in a poke, and now I'm kicking myself.
В пятницу идём на Горбушку за новыми девайсами — кто с нами?	We're going to Gorbushka on Friday to grab some new gadgets — who’s in?
Да ну нафиг.	Fuck that.
Ты че, сдурел?!	Are you fucking crazy?!
Я держу его в ежовых рукавицах, так что он ни шагу без спроса не сделает.	I'm keeping him on a short leash, so he won't take a single step without asking.
Смотрел 'Бриллиантовую руку' в очередной раз — классика!	Watched 'The Diamond Arm' again — a classic!
Извени, проспал, опаздваю на работу, пробки жесть.	Sorry, I overslept — I'm gonna be late for work, the traffic's brutal.
Ну ёлки-палки!	Oh, for crying out loud!
Бро, я щас так облажался на свидании — перепутал имена и пролил вино на платье.	Bro, I just totally messed up on a date — I mixed up her name and spilled wine on her dress.
Ты чё, не в себе? Это же очевидно!	Are you out of your mind? It's obvious!
Глянь, выложил видос на Rutube: https://rutube.ru/video/abc123 — комменты просто полнейший трэш.	Check it out, I uploaded a video to Rutube: https://rutube.ru/video/abc123 — the comments are complete trash.
Дело пахнет керосином: если мы не дернёмся — всё пропало.	This smells like trouble: if we don't pull ourselves together, it's all over.
Да ну нафиг.	Hell no.
Ты что, охуел?!	Are you fucking out of your mind?!
Я всю ночь делал презентацию, а к утру сервер упал и всё пропало.	I worked on the presentation all night, and by morning the server crashed and everything was gone.
Пойдём на дачу за шашлыками, я привезу самогон — настоящее, по‑нашему.	Let's go to the dacha for some shashlik; I'll bring moonshine — the real homemade stuff, the way we do it.
Глянь эту ссылку: https://github.com/repo_123 — там прикольные мемы про айтишников.	Check out this link: https://github.com/repo_123 — there are funny memes about IT folks.
Да ну, не вешай мне лапшу!	Come on, don't feed me that bullshit!
Ты что, охуел?!	Are you fucking insane?!
После работы мы зашли в кафешку у вокзала, взяли по пиву и болтали до закрытия.	After work we dropped into a little café by the station, grabbed a couple of beers and shot the shit until they closed.
Не гони, я сам в этом шарю.	Don't bullshit me — I know my shit about this.
Если хочешь, поехали в Питер на белые ночи — там оторвёмся по‑полной!	If you want, let's head to St. Pete for the White Nights — we'll go all out and have a blast!
Чё как?	What's up?
Да ты охренел, столько просишь?!	Are you fucking crazy, asking for that much?!
Я вчера на даче так напился, что утром думал, меня привезли обратно в 90-е.	I got so hammered at the dacha yesterday that in the morning I actually thought they'd driven me back to the '90s.
Сделай rollback на ветку master, всё упало после merge.	Do a rollback to the master branch — everything crashed after the merge.
Куда ты, блин, в три часа ночи пропал? Объясни!	Where the hell did you disappear to at three in the morning? Explain yourself!
Чувак, это барбекю просто огонь, как в лучших заведениях Техаса.	Dude, this barbecue is absolutely fire, like in the best joints in Texas.
Да ну нафиг.	No way, screw that.
А ты что, совсем охренел? Забрал все мои кроссовки.	Are you fucking serious? You took all my sneakers.
После того концерта у меня до сих пор мурашки по коже — чувак, это был космос, так не играл никто.	I'm still getting goosebumps after that concert — man, it was out of this world; nobody played like that.
Не вешай мне лапшу на уши, я не дурак — знаю, что ты пытался списать у соседа.	Don't feed me that line, I'm not an idiot — I know you tried to copy off the guy next to you.
К чёрту всё.	Screw it all.
Ты чё, с дуба рухнул?!	Are you out of your damn mind?!
Не делай из мухи слона, это не стоит даже твоего нервного срыва.	Don't make a mountain out of a molehill — it's not worth you losing your shit over.
На Масленицу у бабушки всегда были самые крутые блины с её секретным тестом, теперь руки чешутся их повторить.	At Granny's, the pancakes for Maslenitsa were always the best with her secret batter — now I can't wait to try and recreate them.
Опять эта контора затягивает сроки, у меня уже крыша едет от их бюрократии.	That damn office is stalling the deadlines again; their bureaucracy is driving me crazy.
