source	target
Nechaj toho, už mám tej práce až po krk, chcem ísť domov a vypnúť.	Отстань, у меня работы по горло, хочу домой и отключиться.
Vieš, kde si môžem kúpiť tú obľúbenú bryndzu v BB? Potrebujem na halušky.	Знаешь, где в ББ можно купить ту любимую брынзу? Мне нужна для галушек.
Ten šéf je úplný hajzel, furt nás jebne s prachmi a ani sa neospravedlní.	Этот шеф — полный мудак, всё время кидает нас на бабки и даже не извиняется.
Do riti!	Чёрт побери!
Kde si včera zmizol, ty hajzel?	Где ты вчера пропал, мудак?
Robím na tom už týždeň, ale stále sa to vôbec nehýbe, mám toho po krk a už vážne nevládzem.	Я занимаюсь этим уже неделю, а оно вообще не двигается; мне это по горло, и я реально больше не могу.
Včera na námestí v BA hrali tradičný folklór, ale ľudia tancovali viac s pivom v ruke než so srdcom.	Вчера на площади в Братиславе играли традиционный фольклор, но люди танцевали скорее с пивом в руках, чем от души.
Nebuď taký pičus, príď na futbal, hrajú Slovan proti Trnave, bude to šupa.	Не будь таким мудаком, приходи на футбол — Слован против Трнавы, будет жесть.
Ty vole!	Блин!
Mám toho plné zuby, ešte raz a rozbijem mu hubu.	Мне это по горло, ещё раз — и я ему морду набью.
Dáme si na terase jednu fľašu Zlatého Bažanta a pozeráme futbal?	Сядем на террасу, выпьем по бутылке пива Zlatý Bažant и посмотрим футбол?
Včera som bol u starej mamy, a ona mi naliala taký kyslý džús, že som skoro zvracal — fakt tí starci ničomu nerozumejú.	Вчера я был у бабушки, и она налила такой кислый сок, что мне чуть не понадобилось вырвать — эти старики вообще ничего не соображают.
Zajtra vyrážame o siedmej, nezabudni nabíjačku, lebo bez nej si debil.	Завтра выезжаем в семь, не забудь зарядку — без неё ты дебил.
Ty vole, čo to je?	Чувак, что это такое?
Máme toho viac na pleciach než kedysi, roboty až nad hlavu.	У нас сейчас на плечах больше, чем раньше — работы по горло.
Zajtra idem na futbal na Tehelné pole, dám vedieť, či dáme gól.	Завтра иду на футбол на «Техельне поле», скажу потом, забьём ли мы гол.
Seriózne, už ma to štve, každý deň to isté, mám toho plné zuby.	Серьёзно, это меня достаёт, каждый день одно и то же — с меня этого хватит.
Nebuď taký hajzel, pomôž mi presťahovať ten gauč dnes večer.	Не будь таким мудаком, помоги мне сегодня вечером перетащить этот диван.
Blbá nálada dnes.	Дурацкое настроение сегодня.
Vieš, kde je Miro? Už dve hodiny mešká a nevolá.	Ты знаешь, где Миро? Уже два часа опаздывает и не звонит.
Mám toho po krk s tým projektom, už to nechcem riešiť.	Мне это по горло с этим проектом, больше не хочу этим заниматься.
Ty si vážne kokot, prečo si to pokazil?	Да ты, блядь, мудак, почему ты это испортил?
V piatok idem na hokej s chalanmi, ideme fandiť Slovensku, tak sa pridaj.	В пятницу иду на хоккей с ребятами, будем болеть за Словакию — присоединяйся.
To je pecka.	Это бомба.
Do kelu, zase som zabudol kľúče.	Чёрт, опять забыл ключи.
Ten podnik v centre má mega drahé pivo, tam už nikdy viac nejdem.	В том заведении в центре пиво заоблачно дорогое, туда я больше ни ногой.
Ak neuhradíš účty do piatku, odpoja ti prúd — to je fakt na palicu.	Если не оплатишь счета до пятницы, тебе отключат электричество — это полный пиздец.
Môžeš mi rýchlo poslať ten link od susedky? Už ma to fakt štve.	Можешь мне быстро прислать ту ссылку от соседки? Меня это реально бесит.
Čo do riti?	Что за хрень?
Včera som bol v krčme na pive s Jankom, rozprávali sme o Tomášovi a bolo to mega trapné.	Вчера я был в кабаке, пил пиво с Янком, говорили о Томаше — было мега неловко.
Heeej, pozri sa na to video, je to uplne dementne, ale smiesne.	Эй, посмотри это видео — оно совершенно дебильно, но смешное.
Na Veľkú noc idem na oblievačku s partiou, dúfam, že neprší.	На Пасху иду на обливание с ребятами, надеюсь, не пойдёт дождь.
Už ma nebaví toto mesto, všetci sú tu tak povrchní a draho, chcem zmiznúť preč a začať od znova v inom meste.	Мне этот город уже надоел — все здесь такие поверхностные и всё дорого, хочу свалить и начать всё с нуля в другом городе.
Do riti!	Чёрт возьми!
Včera som v Starom Meste náhodou stretol spolužiaka zo strednej, dali sme si jedno pivo a kecali o starých časoch až do polnoci.	Вчера в Старом городе я случайно встретил одноклассника из средней школы, мы выпили по пиву и болтали о старых временах до полуночи.
Nezáviď, makaj.	Не завидуй, работай.
Kde som dal tie kluce? Kurňa, fakt neviem...	Где я положил эти ключи? Чёрт, правда не знаю...
Už som totálne nasraný — šéf ma pred celým tímom podrazil, dal ma cez palubu a mne už dochádza trpezlivosť.	Я уже чертовски зол — шеф подставил меня перед всей командой, бросил за борт, и моё терпение на исходе.
Čo sa, kurva, deje?	Что, блядь, происходит?
Včera som do rána nespal, lebo som pozeral nový seriál na JOJ_Online — totálne ma to pohltilo.	Вчера до утра не спал, потому что смотрел новый сериал на JOJ_Online — он меня просто засосал.
Ten učiteľ je úplný amatér, vôbec netuší, čo robí, proste zabudol na prípravu.	Этот учитель — полный дилетант, он вообще не понимает, что делает, просто забыл подготовиться.
Mám depku.	У меня депрессняк.
Vieš mi požičať 20€? Vrátim ti to do piatku, fakt potrebujem.	Можешь одолжить мне 20€? Верну к пятнице, честно, очень нужно.
Ideme na pivo?	Пойдём на пиво?
Zase som to posral, prepáč brácho.	Я опять это просрал, прости, братан.
Mám strašnú chuť na bryndzové halušky so slaninkou a kyslým mliekom, už mi kvapká slina.	У меня дико хочется брынзовых галушек со шкварками и кислым молоком, у меня уже слюнки текут.
Ty si fakt kokot, ale niekedy si ozaj dobrý.	Ты реально мудак, но иногда ты правда классный.
Do kelu s tym, už mám toho plné zuby!	К чёрту это, меня это уже задолбало!
Do riti!	Чёрт возьми!
Už mám toho plné zuby, nechcem o tom ani počuť.	Меня это достало, я даже не хочу об этом слышать.
Vieš, kde v meste majú nonstop otvorenú šaurmu? Potrebujem niečo rýchle po pár pivách.	Знаешь, где в городе есть круглосуточная шаурма? Мне нужно что‑то быстрое после пары пив.
Keď sa ti zrúti celý deň kvôli jednej malej chybe, chce sa mi udrieť si hlavu o stenu.	Когда у тебя целый день рушится из‑за одной мелкой ошибки, хочется удариться головой о стену.
Ty kokso, videl si ten nový diel seriálu 'Susedia'? Ten záporák je totálny gól.	Блин, ты видел новый эпизод сериала «Susedia»? Этот злодей — просто бомба.
Čau, kamo, ideme na pivo?	Эй, братан, пойдём на пиво?
Keď som ju prvýkrát uvidel, mal som motýle v bruchu.	Когда я увидел её впервые, у меня были бабочки в животе.
To je na palicu, celé mesto stojí v zápche, kurva!	Это просто пиздец, весь город встает в пробке, блять!
Včera som bol na Pohode a videl som kapelu, ktorá hrala presne tak, ako na YouTube.	Вчера я был на фестивале Pohoda и видел группу, которая играла точно так же, как на YouTube.
Ako sa máš, starý?	Как поживаешь, старина?
Čo to, kurva?	Что это, блядь?
Môžeš mi požičať peniaze? Mám v banke len 10 € a zajtra musím platiť nájom.	Можешь одолжить мне денег? У меня в банке всего 10 €, а завтра нужно платить аренду.
Mám toho plné zuby, idem si to vyvetrať do Tatier, lebo už sa zbláznim.	Мне это уже по горло, поеду проветриться в Татры, а то я с ума сойду.
Ten sused je úplne retard, furt púšťa techno o tretej ráno a už mi z toho ide hlava prasknúť.	Тот сосед — полный ретард, всё время включает техно в три часа ночи, и у меня от этого скоро голова лопнет.
Ideme do koliby na pstruha a bryndzové halušky, príď, bude sranda.	Пойдём в колыбу на форель и галушки со брынзой, приходи — будет весело.
Daj mi to, do riti, už nechcem čakať!	Дай мне это, блять, я больше не хочу ждать!
Povedal som mu, že ide cez mŕtvoly, aby stihol tú prácu.	Я ему сказал, что он готов идти по трупам, лишь бы успеть сделать эту работу.
Vieš, kde je najbližšia trafika? Chcem kúpiť žuvačky a los do lotérie.	Знаешь, где ближайший киоск? Хочу купить жвачку и лотерейный билет.
Mám toho až po krk — šéf nám zase pridal robotu, termín posunul, a ja už fakt nevládzem.	Мне это по горло — начальник снова навалил работы, перенёс срок, и я реально больше не могу.
Ten chlapík z dediny hovorí totálne po našom, ale občas kecá blbosti ňák.	Этот парень из деревни говорит как мы, но иногда несёт какую-то чепуху.
Do riti!	Блядь!
Neviem sa dočkať, kedy pôjdeme na pivo na chatu, bude to super.	Не могу дождаться, когда мы поедем на дачу выпить пива — будет круто.
Ty kokso, ten šéf nás zase jebne s tou prácou, to je na hlavu.	Блин, этот шеф опять нас наебёт с этой работой, это с ума сойти.
Prečo Slováci tak milujú pivo a grilovanie na záhrade? To je ako tradícia.	Почему словаки так любят пиво и шашлыки в саду? Это почти традиция.
Kurva, už mám dosť tých volieb, politici sľubujú hory doly a nakoniec nič.	Блядь, мне уже надоели эти выборы — политики обещают золотые горы, а в итоге ничего.
Čo to, kurva, robíš?	Что ты, блядь, делаешь?
Mám toho plné zuby, už nechcem počuť žiadne výhovorky.	Мне это по горло, я больше не хочу слышать никаких оправданий.
Včera sme vypili pár Zlatých Bažantov a potom sme šli na chatu k dedovi pri Štrbskom plese.	Вчера мы выпили пару пив «Zlatý Bažant», а потом поехали на дачу к деду у Штрбского плеса.
Hej, nechcel by si mi požičať 20€ do zajtra? Vrátim v piatok.	Эй, не мог бы ты одолжить мне 20€ до завтра? Верну в пятницу.
Ten učiteľ je totálne mimo, kecá úplné blbosti a ani nečítal tú esej.	Этот учитель вообще не в теме, несёт полную чушь и даже не читал это эссе.
Serú mi na to.	Мне похуй на это.
Nehádzaj flintu do žita už po prvom neúspechu, skúšaj to znova.	Не опускай руки после первой неудачи, пробуй снова.
Kúpil som si Zlatý Bažant v akcii za 0,79 € v potravinách U_Deda_1990.	Я купил Zlatý Bažant по акции за 0,79 € в магазине U_Deda_1990.
Keď mi povedal, že odchádza do zahraničia bez rozlúčky, zobralo mi to dych a ešte stále sa mi to nezdá.	Когда он сказал, что уезжает за границу без прощания, у меня перехватило дыхание, и мне до сих пор кажется нереальным.
Čo si to vypatlal, ty kokot?	Что это ты выдумал, ты, мудак?
Drž hubu.	Заткнись.
Pôjdeš dnes so mnou na pivo do Starého Mesta?	Пойдёшь сегодня со мной на пиво в Старый город?
Keď ti poviem pravdu, nezblázniš sa? Mám pocit, že to môže zmeniť všetko medzi nami.	Если я скажу тебе правду, ты не сойдёшь с ума? Мне кажется, это может изменить всё между нами.
Ten hajzel mi zrušil lístok na koncert IMT Smile na poslednú chvíľu, som totálne nasratý.	Этот мудак отменил мой билет на концерт IMT Smile в последний момент, я в полном бешенстве.
Nechce sa mieee ráno vstávať, ešte by som si 5 hodín pospal.	Мне совсем не хочется вставать утром, я бы ещё пять часов поспал.
Nechaj ma byť!	Оставь меня в покое!
Dnes som totálne hotový, boss ma zase zjebal pred celým tímom.	Сегодня я совершенно вымотан, босс снова меня обосрал перед всей командой.
Hej, nevieš náhodou, kde v BA majú otvorenú požičovňu bicyklov o polnoci?	Эй, ты случайно не знаешь, где в Братиславе (BA) в полночь можно взять велосипед напрокат?
Serem na to.	Мне плевать на это.
Kúpil som lístky cez TicketFan_99 na Pohodu_fest, ale v potvrdení je chybné ID: AB#123!!!	Я купил билеты через TicketFan_99 на Pohodu_fest, но в подтверждении неверный ID: AB#123!!!
Ty si fakt debil.	Ты реально дебил.
Mám nervy na prasknutie, už sa mi z toho točí hlava.	У меня нервы на пределе, прямо кружится голова от этого.
Vieš mi požičať 20€? Vrátim ti to do piatka, sľubujem.	Можешь одолжить мне 20€? Верну к пятнице, обещаю.
Včera som bol s frajerkou v bufete pri stanici; dali sme si žemľu s párkom a pivo — úplne retro vibe.	Вчера я был с девушкой в ларьке у вокзала: съели булку с сосиской и выпили пиво — полный ретро-вайб.
Nechápem, prečo mi furt voláš o tretej ráno, že si nasratý a chceš sa vyplakať — nie som tvoja nočná linka!	Не понимаю, почему ты всё время звонишь мне в три ночи, злишься и хочешь поплакаться — я не твоя ночная линия!
Čau, čo robíš?	Чё делаешь?
Do riti, zmeškal som vlak, zase.	Блять, я снова опоздал на поезд.
Keď som sa dozvedel tú novinku, padla mi sánka až na zem.	Когда я узнал эту новость, у меня отвисла челюсть.
Dali mi Kofolu zadarmo na stánku, bolo to také nostalgické, spomenul som si na detstvo.	Мне бесплатно дали Кофолу на ларьке, это было такое ностальгическое чувство — вспомнил детство.
Nebuď taký hajzel, požičiam ti prachy do pondelka.	Не будь таким придурком, одолжу тебе бабки до понедельника.
Čo si to urobil, ty vole?	Что ты наделал, блин?
Seriózne, už ma to sere do riti, nevládzem.	Серьёзно, меня это уже достало до самой жопы, я больше не могу.
Nehádzaj flintu do žita, ešte máme šancu otočiť skóre.	Не сдавайся, у нас ещё есть шанс перевернуть счёт.
Na majáles ide celá fakulta, budú tam Horkýže Slíže, stánky s langošmi a pivo za 1€.	На майалесе идёт весь факультет, будут Horkýže Slíže, палатки с лангошами и пиво по 1€.
Kúp mi prosím ten mobil na Aliexpres za 120€ ASAP, link: http://tiny.ly/xyz_456	Купи мне, пожалуйста, тот телефон на Aliexpres за 120€ ASAP, ссылка: http://tiny.ly/xyz_456
Daj pokoj!	Отстань!
Kde si včera zmizol okolo polnoci? Kamarátka volala, bol si niekde?	Куда ты вчера пропал около полуночи? Подруга звонила — ты где-то был?
Ten šéf je fakt debil, robí kraviny a ešte sa smeje pri tom.	Этот шеф — полный дебил, он творит ерунду и при этом ещё смеётся.
Včerajšia nová epizóda 'Ordinácie v ružovej záhrade' ma totálne dorazila, plačem ešte stále — taká silná zápletka.	Вчерашний новый эпизод «Ординации в розовом саду» меня просто добил, я до сих пор плачу — такой сильный сюжет.
Počuj, nechaj toho, nehádzaj perly sviniam, to nemá zmysel.	Слушай, оставь это, не бросай жемчуг перед свиньями — в этом нет смысла.
Fakt nuda.	Блин, скучно.
Kde som nechal kľúče? Už ich nevidím celý deň!	Куда я засунул ключи? Уже весь день их не вижу!
To ma totálne dorazilo, keď som videl výsledky.	Это меня полностью добило, когда я увидел результаты.
Na hokeji sme dali gól v poslednej sekunde, hala praskala vo švíkoch!	На хоккее мы забили гол в последнюю секунду, арена трещала по швам!
Nebuď taký blbec, pomôž mi upratať ten bordel, inak to budeš mať na svedomí ty.	Не будь таким тупым, помоги мне убрать этот бардак, иначе это будет на твоей совести.
Ty si fakt retard?	Ты что, реально дебил?
Kde mám tie zasrané kľúče? Zase som ich niekde pozabudol.	Где эти чёртовы ключи? Я опять где-то их забыл.
On to má úplne v paži, nikdy nepomôže, keď treba.	Ему на это наплевать, он никогда не поможет, когда нужно.
Na Majálese v Bratislave som prehajdal všetky peniaze na pivo a stánky, teraz som úplne na nule.	На Майалесе в Братиславе я просрал все деньги на пиво и ларьки, теперь я совсем на нуле.
Poslal som to na email: info_help@firma2026.sk, ale nič neprišlo. ID: 9831-xyz??	Я отправил это на почту: info_help@firma2026.sk, но ничего не пришло. ID: 9831-xyz??
Ty si magor.	Ты псих.
Čo to kurva chceš odo mňa??	Чего ты, блядь, от меня хочешь?
Včera sme na Orave sedeli pri ohni, jedli bryndzové halušky a spievali staré pesničky.	Вчера на Ораве мы сидели у костра, ели галушки с брынзой и пели старые песенки.
Nehraj sa s tým, lebo si podpálíš vlastný dom.	Не играй с огнём, иначе подожжёшь себе дом.
Ty kokso, pozeram na to a nechapem, ako sa to stalo.	Блин, я смотрю на это и не понимаю, как это произошло.
Ty vole, fakt?	Бля, серьёзно?
Mám toho po krk s tým projektom, už ma to seriózne žerie.	С этим проектом у меня всё по горло, он меня уже серьёзно съедает.
Kde sakra si bol včera v noci? Volal som ti stokrát!	Где, чёрт возьми, ты был вчера ночью? Я звонил тебе сто раз!
Po práce ideme do krčmy na pivo, príď, bude tam starej partia z dediny.	После работы сгоняем в пивнушку на пиво, приходи, там будет старая компания из деревни.
Neser ma, uz fakt nemam nervy, ok?	Не беси меня, уже реально больше не выдерживаю, ок?
Čo blbneš?	Чё ты тупишь?
Nechcel som sa do toho miešať, ale situácia sa úplne zvrtla a teraz je z toho riadna sračka.	Я не хотел вмешиваться, но всё пошло наперекосяк, и теперь из этого полный срач.
V piatok ideme na pivo do baru U Medveďa, príď, bude sranda.	В пятницу идём на пиво в бар «U Medveďa», приходи, будет весело.
Máš chuť na bryndzové halušky alebo radšej pizzu?	Хочешь брындзовые галушки или лучше пиццу?
Ten týpek ma totálne nasral, nechcel ani zaplatiť za benzín.	Этот чувак меня конкретно взбесил: он даже не захотел заплатить за бензин.
Daj mi pohár vody, zomieram.	Дай мне стакан воды, умираю.
Ty sa ma snažíš nasrať? Daj pokoj.	Ты пытаешься меня вывести из себя? Отстань.
Mám toho nad hlavu — robota ma vraždí, potrebujem víkend bez ľudí a telefónu.	Мне это надоело по самое горло — работа меня убивает, мне нужен выходной без людей и телефона.
Na futbale som stretol chalanov zo základky, spomínal som, ako sme šli na diskotéku do Trnavy a pili kofolu.	На футболе я встретил ребят из школы, вспомнил, как мы ходили на дискотеку в Трнаву и пили кофолу.
Sakra, zmeškal som autobus, teraz stojím ako debil.	Чёрт, я опоздал на автобус, теперь стою как идиот.
Ty vole!	Блин!
Serem na to, pôjdem radšej na pivo s kamoškami.	Да пошло оно — пойду лучше на пиво с подругами.
Nechcem hádzať flintu do žita, ale tentokrát to asi stojí za prd.	Не хочу опускать руки, но в этот раз, похоже, это полный отстой.
Vieš, kde sa dá kúpiť dobrý bryndzový syr okolo Banskej Bystrice?	Ты знаешь, где можно купить хорошую брынзу в окрестностях Банска-Бистрицы?
Keby si prišiel skôr, nemusel by som teraz jebat hlavu o stenu, všetko by bolo inak.	Если бы ты пришёл раньше, мне бы сейчас не пришлось биться головой о стену — всё было бы иначе.
Do kelu!	Чёрт побери!
Som totálne v prdeli, nemám ani na pivo.	Я совсем в жопе, даже на пиво нет.
Vieš, kde je ten bufet pri stanici? Potrebujem rychlo kafe.	Ты знаешь, где тот буфет у вокзала? Мне срочно нужен кофе.
Nenechaj sa oblafnúť, tie kecy o rýchlom zbohatnutí sú len šmejd.	Не дай себя обмануть, эти байки о быстром обогащении — просто развод.
Vieš čo, idem na pivo do krčmy U Jána, príď ak máš chuť, ok?	Знаешь что, я иду на пиво в забегаловку «У Яна», приходи, если захочешь, ок?
Kurva, zas výpadok netu!	Блять, опять упал интернет!
Dáme si kofolu na Hlaváku?	Пойдём выпьем Кофолу на Hlaváku?
Môj šéf je úplne mimo, včera mi prikázal pracovať cez víkend bez náhrady.	Мой шеф вообще не в себе, вчера приказал мне работать в выходные без компенсации.
Život mi dal facku, všetko bolo zrazu iné.	Жизнь дала мне пощёчину, и всё вдруг стало иначе.
Neblbni, pomôž mi to poskladať, prosím.	Не дури, помоги мне это собрать, пожалуйста.
Čo si do piče robil včera?	Что, блядь, ты вчера делал?
Nemôžem už zniesť toho suseda, nonstop vrtá a pije pivo Zlatý Bažant až do rána.	Я уже не могу этого соседа терпеть — он постоянно сверлит и пьёт пиво Zlatý Bažant до утра.
Daj sem ten tel, rýchlo, inak mi vybuchne hlava.	Дай сюда телефон, быстро, иначе у меня голова взорвётся.
Kde si zohnal ten lacný merch s logom EUROŠMEK_2026? Link prosím.	Где ты раздобыл этот дешёвый мерч с логотипом EUROŠMEK_2026? Дай ссылку, пожалуйста.
Mám z toho depku, celý deň mi lieta v hlave 'čo ak to zlyhá' a bojím sa, že sa na mňa všetci vysrali.	У меня от этого депрессняк, весь день крутится в голове «а что если всё провалится», и я боюсь, что все на меня насрут.
Do piče!	Блять!
Kde si dal tie kľúče? Už ich vôbec nikde nenachádzam!	Куда ты положил те ключи? Я их вообще нигде не могу найти!
Mám nervy v kýbli, už sa mi všetko sype.	У меня нервы на пределе, у меня всё разваливается.
Na dedine u starých rodičov varia pálenku, čo v meste len tak nenájdeš.	В деревне у бабушек с дедушками самогон варят — такой в городе не найдёшь.
Nechcem byť tvojím núdzovým plánom; buď ku mne úprimný, alebo ma nechaj odísť.	Не хочу быть твоим запасным вариантом; будь со мной честен или отпусти меня.
Do riti!	Да ё‑моё!
Sakra, zase meškáš!	Блин, опять опаздываешь!
Mám na háku tvoje výhovorky, povedz pravdu alebo zmizni.	Мне пофиг на твои отмазки — скажи правду или проваливай.
Si videl ten zápas Slovana? To bola riadna bitka, fakt šialené!	Ты видел матч «Слована»? Это была настоящая драка, прямо сумасшествие!
Nechcem sa hádať, ale fakt mi nepovedz, že si zabudol na moje narodeniny — zlomilo by ma to.	Не хочу ссориться, но только не говори мне, что ты забыл про мой день рождения — это бы меня сломало.
Ty vole!	Блин!
Nechce sa mi túlať po meste, dnes som unavený ako pes.	Мне не хочется бродить по городу, сегодня я уставший как собака.
Pozeral som celú noc futbal, zajtra mám dôležitú prezentáciu, som totálne vyšťavený.	Я всю ночь смотрел футбол, завтра у меня важная презентация, я совершенно вымотан.
Vieš mi požičať 20 eur? Vrátim ti to do piatka, sľubujem.	Можешь одолжить мне 20 евро? Верну в пятницу, обещаю.
Rád chodím na bryndzové halušky k babke, jej recept sa v rodine dedí z generácie na generáciu.	Люблю ходить к бабушке на брындзовые галушки, её рецепт передается в семье из поколения в поколение.
Do riti!	Бля!
Povedzme po lopate — kam si strčil peniaze z výplaty?	Скажем по-простому — куда ты сунул деньги из зарплаты?
Moji rodičia sa rozvádzajú a mám z toho totálne rozbité nervy, neviem čo robiť.	Мои родители разводятся, и у меня из‑за этого нервы на пределе, не знаю, что делать.
Ten dedo v krčme je totálny magor, furt omiela tie svoje bludy.	Тот дед в кабаке — полный псих, всё время твердит свои бредни.
Ak prídeš na Majáles, nájdem ťa pri stánku s klobásami a dám ti pivo.	Если придёшь на Majáles, найду тебя у палатки с колбасками и угощу пивом.
Čo to dojebal, ty debil?	Что ты нахрен натворил, дебил?
