source	target
Чёрт возьми, я опоздал на электричку из-за этой пробки на мосту, теперь приеду домой только к полуночи.	Чорт забирай, я спізнився на електричку через ту пробку на мосту, тепер приїду додому тільки о півночі.
Да ну нафиг.	Та ну нафіг.
Ты че, совсем охренел?!	Ти що, зовсім з глузду з'їхав?!
Не лезь в бутылку, все решим спокойно.	Не лізь у пляшку, все вирішимо спокійно.
Купил билеты на концерт 'Король и Шут' на 'Олимпийском' через продавца ivan_ticket.	Купив квитки на концерт 'Король і Шут' на 'Олімпійському' через продавця ivan_ticket.
Я просто в шоке от того, что сегодня произошло: весь поезд стоял в тоннеле полчаса, никто ничего не объяснил, а люди начали паниковать.	Я просто в шоці від того, що сталося сьогодні: весь потяг стояв у тунелі півгодини, ніхто нічого не пояснив, а люди почали панікувати.
Да ну нафиг!	Та ну нафіг!
Он сделал из мухи слона, как всегда.	Він, як завжди, з мухи слона зробив.
Ты где? Будешь на Нивках вечером?	Де ти? Будеш на Нивках ввечері?
Это полный пиздец, я больше не могу так жить!	Це повний пиздець, я більше так жити не можу!
Закинул бабки на карту друга через СБП и сказал, что верну в пятницу после зарплаты.	Перекинув бабки на картку друга через СБП і сказав, що поверну у п'ятницю після зарплати.
Да ну нафиг.	Та ну нафіг.
Я до сих пор не могу поверить, что они превратили наше старое метро в этот цирк.	Я досі не можу повірити, що вони перетворили наше старе метро на цей цирк.
Ты чего, сдурел? Мы же говорили встретиться у Красной площади в 19:00.	Ти що, здурів? Ми ж домовлялися зустрітися на Червоній площі о 19:00.
Хватит уже.	Досить уже.
Заказал себе PS5 через AliExpress с аккаунта u_seller23, жду доставку.	Замовив собі PS5 через AliExpress з акаунта u_seller23, чекаю доставку.
Нифига себе!	Нічого собі!
Куда ты, блин, пропал вчера вечером? Я тебе всю ночь звонил!	Куди ти, бляха, пропав вчора ввечері? Я тобі всю ніч дзвонив!
После экзамена я был на седьмом небе от счастья, не мог поверить, что всё прошло так гладко.	Після іспиту я був на сьомому небі від щастя, не міг повірити, що все пройшло так гладко.
Заказал подарок на Ozon с аккаунта user_12345, трек-номер: 9876-ABC.	Замовив подарунок на Ozon з акаунта user_12345, трек-номер: 9876-ABC.
Ну ё-моё, это полный пиздец — начальник опять всё профукал.	Ну й блін, це повний пиздець — начальник знову все проґавив.
Чёрт, опоздал.	Чорт, запізнився.
Ты видел новый ролик у Данилы на YouTube?	Ти бачив новий ролик у Данили на YouTube?
Он кинул меня на бабки и исчез.	Він мене кинув на бабки і зник.
Я так больше не могу — этот начальник давит на меня каждую неделю и не платит нормально.	Я так більше не можу — цей начальник давить на мене щотижня й нормально не платить.
Встречаемся в Питере у Дворцовой площади, я возьму пиво и тульский пряник.	Зустрічаємось у Пітері біля Дворцової площі, я візьму пиво й тульський пряник.
Да ну нафиг!	Та ну нафіг!
Чего ты приперся без приглашения?	Навіщо ти приперся без запрошення?
Вчера стоял в очереди на Харьковском рынке, а эти торгаши заламывали такие цены, что я чуть не послал их к чёрту.	Вчора стояв у черзі на Харківському ринку, а ці торгаші виставляли такі ціни, що я ледь не послав їх нахуй.
Заказал новый гаджет с AliExpress на аккаунт user_42. Трек-код: 0-123-XYZ.	Замовив новий гаджет з AliExpress через акаунт user_42. Трек-код: 0-123-XYZ.
Держи хвост пистолетом, всё будет в шоколаде.	Тримай хвіст пістолетом, усе буде в шоколаді.
Да ну нафиг.	Та ну нафіг.
Он всегда ходит вокруг да около, никогда не говорит по существу.	Він завжди ходить довкола-навколо і ніколи не говорить по суті.
Чувак, давай сегодня после работы бухать у меня, принесёшь пиво?	Чувак, давай сьогодні після роботи бухати в мене, принесеш пиво?
Это сплошной пиздец, я так больше не могу!	Це суцільний пиздець, я так більше не можу!
Заказал на Rozetka через аккаунт user.name-55, трек: 1Z999AA10123456784.	Замовив на Rozetka через акаунт user.name-55, трек: 1Z999AA10123456784.
Да ладно?	Та ну?
Чувак, я так задолбался на этой работе, я в ахуе.	Чувак, я так задовбався на цій роботі, я в ахує.
Куда пропал, братан? Вчера весь вечер звонил, ты где?	Куди зник, братан? Вчора весь вечір дзвонив, ти де?
Я заказал билеты на поезд до Питера, но хз, получится ли поехать — работа опять подвела.	Я замовив квитки на поїзд до Пітера, але хз, чи вдасться поїхати — робота знову підвела.
Закинул ключи на стол.. не могу найти =(	Поклав ключі на стіл... не можу знайти =(
Чувак, да пошёл ты!	Чувак, йди на хуй!
Где ты, блин, застрял с той тачкой?	Де ти, блін, застряг із тією тачкою?
На работе сегодня как кот наплакал — заказов почти нет, начальник ругает.	На роботі сьогодні як кіт наплакав — замовлень майже немає, начальник лається.
После вчерашнего концерта в клубе 'Atlas' у меня до сих пор звенит в ушах.	Після вчорашнього концерту в клубі 'Atlas' у мене досі дзвенить у вухах.
Если ты опять начнёшь вешать мне лапшу на уши про свою новую работу, я уйду и навсегда.	Якщо ти знову почнеш мені вішати локшину на вуха про ту свою нову роботу, я піду — і назавжди.
Чё за фигня?	Що за фігня?
Бля, опять пробки на МКАДе, треш полный.	Бля, знову затори на МКАДі, повний треш.
Я не могу больше притворяться, что всё в порядке, у меня уже нет сил.	Я більше не можу вдавати, що все гаразд, у мене вже немає сил.
Не делай из мухи слона — всё не так страшно.	Не роби з мухи слона — все не так страшно.
Закажу пиццу из Dodo и залипаю в сериалы до утра, кто со мной?	Замовлю піцу з Dodo і зависну в серіалах до ранку, хто зі мною?
Да ну нафиг.	Та ну його нафіг.
Работа не волк, в лес не убежит.	Робота не вовк — у ліс не втече.
Куда, блин, делся мой телефон? Я уже всю квартиру перевернул!	Куди, блін, подівся мій телефон? Я вже всю квартиру перевернув!
Я до сих пор не могу поверить, что мы провели лето на даче у бабушки, жарили картошку на костре и слушали радио до рассвета.	Я досі не можу повірити, що ми провели літо на дачі у бабусі, смажили картоплю на вогні і слухали радіо до світанку.
Чувак, не парься — всё будет ок.	Чувак, не парся — все буде ок.
Круто, брат!	Круто, брате!
Заказал на Rozetka через аккаунт user_2026, трек RP-12345.	Замовив на Rozetka через акаунт user_2026, трек RP-12345.
Это полное говно, я так больше не могу.	Це повне лайно, я так більше не можу.
Зайдёшь за мной к станции метро 'Лукьяновская' в 19:00?	Зайдеш за мною біля станції метро «Лук'янівська» о 19:00?
Чёрт возьми, если он снова опоздает, я выгоню его из команды — с меня хватит его бардака.	Чорт забирай, якщо він знову запізниться, я виганю його з команди — мені вже набрид його безлад.
Ну и ладно.	Та й добре.
Да пошёл ты со своей хренью, я с этим не связываюсь.	Та йди ти зі своєю фігнею, я з тим не зв'язуюсь.
Слушай, где ты взял ту футболку с логотипом 'Спартак'?	Слухай, де ти взяв ту футболку з логотипом «Спартак»?
Я не могу больше притворяться, что всё в порядке: у меня упали нервы, и мне нужно уйти на пару дней, чтобы прийти в себя.	Я більше не можу прикидатися, що все гаразд: мої нерви на межі, і мені треба пару днів, щоб прийти до тями.
Ладно, по чесноку: кто сегодня несёт пиво и мангал для выезда на природу?	Гаразд, по-чесному: хто сьогодні несе пиво й мангал для виїзду на природу?
Блин, опять пробки!	Блін, знову затори!
Он напортачил по полной, теперь будет отвечать.	Він напортачив по повній, тепер відповідатиме.
Я так счастлива, что наконец-то переехала в Киев, тут совсем другой ритм и куча возможностей.	Я така щаслива, що нарешті переїхала до Києва, тут зовсім інший ритм і купа можливостей.
Ты что, охуел? Кто тебе такое сказал?	Ти що, охуел? Хто тобі таке сказав?
Заказал товар на Rozetka через аккаунт user_12345, трек-номер: UA987654321, жду подтверждения.	Замовив товар на Rozetka через акаунт user_12345, трек-номер: UA987654321, чекаю підтвердження.
Да брось, не реви.	Та кинь, не плач.
Ты че, охуел?	Ти що, охуїв?
Слушай, дело пахнет керосином — если не договоримся сейчас, всё полетит к чертям.	Слухай, справа пахне керосином — якщо зараз не домовимось, все полетить до біса.
Встречаемся у входа в метро 'Арбатская' в 20:15, возьму пиво.	Зустрічаємось біля входу в метро 'Арбатська' о 20:15, візьму пиво.
Заказал товар на Wildberries с аккаунта user_987, трек 123-xyz. жду доставки.	Замовив товар на Wildberries з акаунта user_987, трек 123-xyz. Чекаю доставку.
Да ну нафиг.	Та ну нафіг.
Ну куда ты пропал? Ответь уже!	Куди ти подівся? Відпиши вже!
Он, как всегда, слов на ветер не бросает.	Він, як завжди, слова на вітер не кидає.
Это полный пиздец, я сейчас взорвусь!	Це повний пиздець, я зараз вибухну!
Встречаемся на окраине города у столовки «Донер» в восемь, не опаздывай — там обычно тусит вся наша компания.	Зустрічаємось на околиці міста біля столової «Донер» о восьмій, не запізнюйся — там зазвичай тусить уся наша компанія.
Да ну нафиг!	Та ну нафіга!
Чё, ты опять завис в ВК до утра?	Що, ти знову залип у ВК до ранку?
Я просто больше не могу терпеть этого хамства от начальника — он каждый день орёт и принижает меня без причины.	Я просто більше не можу терпіти цього хамства від начальника — він кожен день кричить і принижує мене без причини.
Это полный развод: заказал редкую фигню на Avito, а прислали какой-то барахло.	Це повний розвод: замовив рідкісну штуку на Avito, а прислали якийсь мотлох.
Мы с пацанами вчера оттянулись по-полной — гуляли до утра, как в старые добрые времена.	Ми з пацанами вчора відтяглися по-повній — гуляли до ранку, як у старі добрі часи.
Блин, опять загрузил фотки и ничего не сохранилось.	Блін, знову завантажив фотки й нічого не збереглося.
Он зазнался, будто король района, а на деле его никто не знает.	Він зазнався, ніби король району, а насправді його ніхто не знає.
Ты где пропадал вчера? Телефон был выключен, все волновались.	Де ти зник учора? Телефон був вимкнений, всі хвилювалися.
Это такое говно, что я готов всё бросить и уехать из города.	Це таке лайно, що я готовий усе кинути й поїхати з міста.
Закажем пиццу в "Папа Джонс" и посмотрим матч "Динамо".	Замовимо піцу в «Папа Джонс» і подивимось матч «Динамо».
Бро, я застрял в пробке уже час, просто пипец.	Бро, я застряг у корку вже годину, просто повний капець.
Куда ты делся, а? Отзвонись, мать твою.	Куди ти подівся, а? Відзвонись, блять.
Это короче был полный беспредел: бармен налил не тот коктейль, а ещё и посчитал дважды.	Коротше, це був повний безпредел: бармен налив не той коктейль, та ще й порахував двічі.
Заказал на OLX старый ноутбук — продавец сказал 'в рабочем состоянии', а батарея дохлая.	Замовив на OLX старий ноутбук — продавець сказав «в робочому стані», а батарея сіла.
Не парься.	Не переймайся.
Да ну нафиг.	Та ну нафіг.
Он всегда валит с больной головы на здоровую, как будто это его не касается.	Він завжди звалює провину з хворої голови на здорову, ніби його це не стосується.
Куда, чёрт возьми, делись мои ключи? Я в ахуе.	Куди, чорт забирай, поділися мої ключі? Я в ахує.
ОК, идём на «Пушкинскую» за пельменями и по пути зайдём в бар «Гоголь».	Окей, йдемо на «Пушкінську» за пельменями, і по дорозі заскочимо в бар «Гоголь».
Заказал товар на Wildberries через аккаунт user_987. После отправки пришёл трек-номер: N/A.	Замовив товар на Wildberries через акаунт user_987. Після відправлення прийшов трек-номер: N/A.
Ну ты даёшь!	Ну ти даєш!
Блин, снова опоздал на маршрутку.	Блін, знову запізнився на маршрутку.
Кажется, это дело пахнет керосином — если мы сейчас не втянемся, нас опять хотят кинуть на огромные бабки и потом оставят ни с чем.	Схоже, тут пахне керосином — якщо ми зараз не втягнемося, нас знову хочуть кинути на величезні бабки й потім залишити ні з чим.
Ты чё, прикалываешься? Мне не по кайфу такого.	Ти що, приколюєшся? Мені таке не по кайфу.
Заказал пиццу на дом на имя user_42, доставщик на связи.	Замовив піцу додому на ім'я user_42, доставник на зв'язку.
Блин, опоздал на маршрутку.	Блін, запізнився на маршрутку.
Чувак, ты чего молчишь, скажи хоть что-то!	Чувак, чого мовчиш, скажи хоч щось!
Если дело пахнет керосином, лучше не лезь.	Якщо справа пахне керосином, краще не лізь.
На твоём месте я бы давно свалил — тут полный пиздец.	На твоєму місці я б давно втік — тут повний пиздець.
Заказал на Rozetka через аккаунт user_123; трек: AZ-999-XY.	Замовив на Rozetka через акаунт user_123; трек: AZ-999-XY.
Чёрт, опять забыл ключи в машине, придётся возвращаться через полчаса и позвоню, когда буду у подъезда.	Чорт, знову забув ключі в машині, доведеться повертатися через півгодини — зателефоную, коли буду під під'їздом.
Не парься, брат.	Не парся, брате.
Он решил порвать с прошлым и начать с чистого листа, продать старую хрущёвку и переехать в другой город.	Він вирішив порвати з минулим і почати з чистого аркуша: продати стару хрущівку й переїхати в інше місто.
Ну вот, опять это говно, достало по‑настоящему!	Оце знову це лайно — реально дістало!
Ты пойдёшь на матч Динамо в воскресенье или будешь сидеть дома с пивом?	Підеш на матч «Динамо» в неділю, чи сидітимеш удома з пивом?
Да ну нафиг!	Та ну нафіг!
Блин, куда ты делся после вечеринки?	Бляха, куди ти зник після вечірки?
Не вешай нос, всё образуется.	Не вішай носа, все налагодиться.
Я столько работал над этим проектом, что теперь хочу бросить всё и свалить в Карпаты на месяц.	Я стільки працював над цим проєктом, що тепер хочу все кинути й свалити в Карпати на місяць.
Оплатил подписку на Spotify через аккаунт user.john32, чек 001-AB12.	Оплатив підписку на Spotify через акаунт user.john32, чек 001-AB12.
Пошёл нахуй	Іди нахуй
Почему ты вчера гулял без шапки, ты что, с ума сошёл?	Чому ти вчора ходив без шапки, ти що, з глузду з'їхав?
Дело пахнет керосином — не откладывай это на потом.	Діло пахне керосином — не відкладай це на потім.
Заказал столик в «Пузатой Хате» на субботу.	Замовив столик у «Пузатій Хаті» на суботу.
Чувак, я так в ахуе от этой работы — начальство тупит, зарплата мизер, а работать надо по 12 часов.	Чувак, я так в ахує від цієї роботи — начальство тупить, зарплата мізерна, а працювати треба по 12 годин.
Чувак, зацени это!	Чувак, глянь-но на це!
Ты видел афишу концерта в клубе «Гараж»? Билеты разлетелись за час.	Ти бачив афішу концерту в клубі «Гараж»? Квитки розлетілися за годину.
Это полный пипец, я больше так не могу — у меня крыша едет.	Це повний піпець, я більше так не можу — у мене дах їде.
Оплатил подписку через Приват24, транзакция id: tx_4f9b.	Оплатив підписку через Приват24, транзакція id: tx_4f9b.
Он вроде бы нормальный, но в делах он совсем не шарит — постоянно делает ляпы.	Він ніби нормальний, але в справах зовсім не шарить — постійно коїть ляпи.
Да ну, давай без приколов.	Та ну, давай без приколів.
Я сегодня выжат как лимон, не могу даже встать с кровати.	Сьогодні я вичавлений як лимон, не можу навіть піднятися з ліжка.
Кто, блин, съел последний пирожок?	Хто, блін, з'їв останній пиріжок?
Встречаемся у входа в метро «Пушкинская» после работы, заходим в тот бар с крафтовым пивом.	Зустрічаємось біля входу в метро «Пушкінська» після роботи, зайдемо в той бар на крафтове пиво.
Это полный пиздец, как мы вообще дошли до такого?	Це повний пиздець, як ми взагалі до цього дійшли?
Да ну нафиг.	Та ну нафіг.
Ну что, поехали завтра на дачу?	Ну що, поїхали завтра на дачу?
Это просто капец: начальник опять свалил все свои проблемы на меня, я больше так не могу!	Це просто капець: начальник знову переклав на мене всі свої проблеми, я так більше не можу!
Отправил отчёт на e-mail boss@company.com, посмотри, плиз.	Відправив звіт на e-mail boss@company.com, глянь, пліз.
На выходных поедем в Карпаты — как в старые добрые: палатки, костёр и гитара до утра.	На вихідних поїдемо в Карпати — як у старі добрі часи: намети, вогнище і гітара до ранку.
Да пошёл ты.	Та йди ти!
Я работаю как лошадь, а начальник всё равно недоволен.	Я працюю як кінь, а начальник усе одно незадоволений.
Ты че, сдурел? Кто тебе это сказал?	Ти що, здурів? Хто тобі це сказав?
Это полный пиздец, я больше так не могу — достало до белого каления.	Це повний пиздець, я більше так не можу — дістало до білого каління.
Заказал товар на Rozetka через аккаунт user_742. Трек: 9a8b-zz12.	Замовив товар на Rozetka через акаунт user_742. Трек: 9a8b-zz12.
Да ну нафиг.	Та ну його нафіг.
Ты чё, охуел?!	Ти що, охуїв?!
Я вчера просидел до трёх ночи, смотрел старые сериалы и пил дешевый коньяк, а сегодня еле двигаюсь.	Я вчора просидів до третьої ночі, дивився старі серіали і пив дешевий коньяк, а сьогодні ледь ворушуся.
Закажу пиццу с шаурмой и колой, и будем смотреть футбол на Матч ТВ.	Замовлю піцу з шаурмою та колою і будемо дивитися футбол на Матч ТВ.
Купил на Ozon через аккаунт user_12345, трек номер: ABCD-9876.	Купив на Ozon через акаунт user_12345, трек-номер: ABCD-9876.
Ну ты даёшь!	Ну ти даєш!
Куда поділи мои наушники, а? Я их тут оставлял.	Куди поділи мої навушники, а? Я їх тут залишав.
Это полная хрень, я всё на фиг удаляю и больше не вернусь.	Це повне лайно, я все нафіг видаляю і більше не повернуся.
Если не начнёшь двигаться вовремя, тебя бросят на произвол судьбы и придётся попрощаться с проектом.	Якщо не почнеш діяти вчасно, тебе кинуть напризволяще, і доведеться попрощатися з проєктом.
Заказал через Ozon две футболки и одну пару носков на аккаунт ivan_2001.	Замовив через Ozon дві футболки та одну пару шкарпеток на акаунт ivan_2001.
Пошёл нафиг!	Пішов нафіг!
Куда ты, блин, дел мой пасспорт? Я еле его нашёл.	Куди ти, бляха, сховав мій паспорт? Я його ледве знайшов.
Это была полная лажа: концерт отменили в последний момент, билеты на ветер.	Це була повна лажа: концерт скасували в останню мить, квитки — на вітер.
Заказал смартфон на Ozon через аккаунт user.mobile-42, трек: 1Z999AA10123456784.	Замовив смартфон на Ozon через акаунт user.mobile-42, трек: 1Z999AA10123456784.
Чувак, не гони — всё будет ништяк, успокойся.	Чувак, не гони — все буде ніштяк, заспокойся.
Да ну нафиг.	Та ну нафіг.
Бро, где ты был? Я звоню целую ночь — ни ответа ни привета.	Бро, де ти був? Я дзвонив цілу ніч — ні слуху ні духу.
Он тратит деньги как воду, ей-богу, не понимаю, откуда у него такие доходы.	Він витрачає гроші як воду, чесне слово, не розумію, звідки у нього такі доходи.
Забронируй столик в 'Му-Му' на 20:00, я опоздаю немного.	Забронюй столик у 'Му-Му' на 20:00, я трохи запізнюся.
Это пиздец, у меня всё сломалось: ноут, тел, да даже чайник.	Це піздець, у мене все зламалося: ноут, телефон, та навіть чайник.
